entry_time,exit_time,side,entry,exit,lots,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-01 23:20:00+00:00,2025-01-01 23:40:00+00:00,SELL,2624.415,2622.716875,2.944423997055765,499.99999999999994,1.0,0.0,721.3838792786089,TP
2025-01-02 00:15:00+00:00,2025-01-02 01:05:00+00:00,BUY,2625.77,2627.29,1.4838694462560533,225.5481558309174,0.44885205140481077,-278.22552117301,324.9674087300838,FLIP
2025-01-02 01:05:00+00:00,2025-01-02 01:10:00+00:00,SELL,2627.29,2629.625,1.443522469804321,-337.0624966993142,-0.6692691236146961,-474.9188925656164,3.6088061745239313,FLIP
2025-01-02 01:10:00+00:00,2025-01-02 01:30:00+00:00,BUY,2629.625,2634.251104406417,1.0850218330553931,501.942428295642,0.9999999999999681,-13.020261996652875,512.6728161186634,TP
2025-01-02 02:50:00+00:00,2025-01-02 02:50:00+00:00,SELL,2632.93,2625.61750908712,0.6987487616848852,510.9593970206623,1.0128996510509147,-106.90856053780142,14.324349614535063,SL
2025-01-02 06:05:00+00:00,2025-01-02 06:25:00+00:00,SELL,2632.59,2634.1364965969556,3.1880402868299007,-493.0293454539227,-0.9724311623044397,-605.7276544975651,390.5349351367788,SL
2025-01-02 07:40:00+00:00,2025-01-02 07:40:00+00:00,SELL,2633.375,2633.7460912065203,9.747452401799416,-361.71938722829873,-0.7169265141150277,-789.5436445456995,175.4541432322299,SL
2025-01-02 08:00:00+00:00,2025-01-02 08:10:00+00:00,BUY,2636.075,2634.1024571121307,2.548655326333128,-502.73319375882835,-1.0,-528.8459802140777,254.86553263331282,SL
2025-01-02 08:25:00+00:00,2025-01-02 08:40:00+00:00,SELL,2632.755,2634.925084903789,2.3050689257211956,-500.21952779003425,-1.0,-968.1289488028602,371.1160970411418,SL
2025-01-02 08:50:00+00:00,2025-01-02 09:00:00+00:00,BUY,2635.98,2638.882957359852,1.7145220148066143,497.71843015108414,1.0,-102.01405988095924,684.9515449152237,TP
2025-01-02 09:55:00+00:00,2025-01-02 09:55:00+00:00,SELL,2636.965,2634.1339608951166,1.785625324294508,505.51751197480866,1.0106165836067862,-99.10220549831595,157.1350285379362,SL
