entry_time,exit_time,side,entry,exit,lots,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-01 23:20:00+00:00,2025-01-01 23:40:00+00:00,SELL,2624.415,2622.716875,2.944423997,500,1,0,721.3838793,TP
2025-01-02 00:15:00+00:00,2025-01-02 01:05:00+00:00,BUY,2625.77,2627.29,1.483869446,225.5481558,0.448852051,-278.2255212,324.9674087,FLIP
2025-01-02 01:05:00+00:00,2025-01-02 01:10:00+00:00,SELL,2627.29,2629.625,1.44352247,-337.0624967,-0.669269124,-474.9188926,3.608806175,FLIP
2025-01-02 01:10:00+00:00,2025-01-02 01:30:00+00:00,BUY,2629.625,2634.251104,1.085021833,501.9424283,1,-13.020262,512.6728161,TP
2025-01-02 02:50:00+00:00,2025-01-02 02:50:00+00:00,SELL,2632.93,2625.617509,0.698748762,510.959397,1.012899651,-106.9085605,14.32434961,SL
2025-01-02 06:05:00+00:00,2025-01-02 06:25:00+00:00,SELL,2632.59,2634.136497,3.188040287,-493.0293455,-0.972431162,-605.7276545,390.5349351,SL
2025-01-02 07:40:00+00:00,2025-01-02 07:40:00+00:00,SELL,2633.375,2633.746091,9.747452402,-361.7193872,-0.716926514,-789.5436445,175.4541432,SL
2025-01-02 08:00:00+00:00,2025-01-02 08:10:00+00:00,BUY,2636.075,2634.102457,2.548655326,-502.7331938,-1,-528.8459802,254.8655326,SL
2025-01-02 08:25:00+00:00,2025-01-02 08:40:00+00:00,SELL,2632.755,2634.925085,2.305068926,-500.2195278,-1,-968.1289488,371.116097,SL
2025-01-02 08:50:00+00:00,2025-01-02 09:00:00+00:00,BUY,2635.98,2638.882957,1.714522015,497.7184302,1,-102.0140599,684.9515449,TP
2025-01-02 09:55:00+00:00,2025-01-02 09:55:00+00:00,SELL,2636.965,2634.133961,1.785625324,505.517512,1.010616584,-99.1022055,157.1350285,SL
2025-01-02 10:20:00+00:00,2025-01-02 11:20:00+00:00,BUY,2643.495,2642.528931,0.739770117,-71.46686559,-0.142156247,-217.1225292,213.4236786,SL
2025-01-02 11:30:00+00:00,2025-01-02 11:30:00+00:00,SELL,2641.93,2635.306695,0.758499353,502.3772755,1,-20.85873222,119.8428978,SL
2025-01-02 12:30:00+00:00,2025-01-02 12:30:00+00:00,BUY,2642.8,2643.544134,6.784927071,504.8891619,1,-417.2730149,1709.801622,SL
2025-01-02 13:05:00+00:00,2025-01-02 13:05:00+00:00,SELL,2641.86,2637.350212,1.157285784,521.9113769,1.028571897,-177.064725,45.71278849,SL
2025-01-02 13:55:00+00:00,2025-01-02 14:45:00+00:00,BUY,2645.41,2650.84039,0.939201655,510.0231646,1,-468.6616258,535.3449433,TP
2025-01-02 17:30:00+00:00,2025-01-02 17:30:00+00:00,SELL,2656.4,2646.011238,0.493392065,512.5732804,1,-8.881057165,147.5242274,SL
2025-01-02 18:05:00+00:00,2025-01-02 18:20:00+00:00,BUY,2657.695,2655.729698,2.308306006,-453.6518442,-0.880644558,-485.8984142,280.4591797,SL
2025-01-02 18:35:00+00:00,2025-01-02 18:35:00+00:00,SELL,2654.525,2652.159263,2.473534505,585.1731996,1.140982334,-413.0802623,0,SL
2025-01-02 19:40:00+00:00,2025-01-02 19:40:00+00:00,BUY,2656.295,2657.831778,3.356332372,515.7937536,1,-604.1398269,8.390830929,SL
2025-01-02 21:20:00+00:00,2025-01-02 21:20:00+00:00,SELL,2658.545,2655.89481,1.955983124,518.3727224,1,0,124.2049284,SL
2025-01-02 23:10:00+00:00,2025-01-02 23:10:00+00:00,BUY,2658.145,2659.141982,5.845473587,582.7831187,1.118661679,-163.6732604,128.6004189,SL
2025-01-03 01:00:00+00:00,2025-01-03 01:05:00+00:00,BUY,2660.85,2659.62562,2.887961203,-353.5962449,-0.674958495,-433.1941805,518.389036,SL
2025-01-03 01:30:00+00:00,2025-01-03 01:40:00+00:00,SELL,2658.88,2657.765022,4.682697452,522.1105204,1,-175.6011545,992.7318598,TP
2025-01-03 02:20:00+00:00,2025-01-03 03:05:00+00:00,BUY,2661.51,2664.643805,1.674389694,524.721073,1,-460.4571658,528.2699484,TP
2025-01-03 04:55:00+00:00,2025-01-03 04:55:00+00:00,SELL,2662.525,2658.276903,1.267618486,538.4966434,1.021147393,-81.76139234,20.91570502,SL
2025-01-03 11:05:00+00:00,2025-01-03 12:15:00+00:00,BUY,2658.44,2656.923124,1.325734777,-201.0975212,-0.379402683,-275.0899663,119.9789973,SL
2025-01-03 14:35:00+00:00,2025-01-03 14:35:00+00:00,BUY,2651.175,2652.738634,3.383346833,529.0316739,1,-774.7864247,204.6924834,SL
2025-01-03 15:05:00+00:00,2025-01-03 15:15:00+00:00,SELL,2645.89,2641.7294,1.277885062,531.6768323,1,-314.3597254,596.1333816,TP
2025-01-03 16:10:00+00:00,2025-01-03 16:10:00+00:00,BUY,2645.495,2652.226443,0.793790019,534.3352165,1,-167.4896941,52.39014128,SL
2025-01-03 16:20:00+00:00,2025-01-03 17:45:00+00:00,SELL,2642.485,2642.221556,1.44790842,38.14430211,0.071031308,-166.5094683,484.3253664,SL
2025-01-03 19:15:00+00:00,2025-01-03 19:15:00+00:00,BUY,2641.98,2645.167649,1.694864436,540.2632525,1.005706724,-101.6918661,38.13444981,SL
2025-01-03 19:55:00+00:00,2025-01-03 20:35:00+00:00,SELL,2639.71,2638.267507,3.742819381,539.8989303,1,-189.0123788,772.8922022,TP
2025-01-03 21:45:00+00:00,2025-01-03 21:45:00+00:00,BUY,2639.945,2640.634733,7.866792139,542.598425,1,-424.8067755,735.545065,SL
2025-01-06 00:55:00+00:00,2025-01-06 01:10:00+00:00,BUY,2642.055,2644.025936,2.766763314,545.3114171,1,-333.3949794,798.2112162,TP
2025-01-06 01:50:00+00:00,2025-01-06 01:50:00+00:00,SELL,2643.265,2640.808123,2.230628117,548.0379742,1,-72.4954138,401.513061,SL
2025-01-06 08:25:00+00:00,2025-01-06 08:25:00+00:00,BUY,2628.88,2632.426923,1.552833825,550.7781641,1,-87.73511111,174.6938053,SL
2025-01-06 09:55:00+00:00,2025-01-06 09:55:00+00:00,SELL,2632.82,2628.643714,1.432496413,598.2515047,1.080789268,-81.65229552,63.74609036,SL
2025-01-06 11:00:00+00:00,2025-01-06 11:00:00+00:00,BUY,2633.84,2632.933427,6.138755817,-556.5233124,-1,-577.0430468,537.1411339,SL
2025-01-06 12:25:00+00:00,2025-01-06 12:25:00+00:00,SELL,2643.095,2636.56791,0.848372976,553.7406958,1,-181.5518169,58.53773536,SL
2025-01-06 12:45:00+00:00,2025-01-06 12:45:00+00:00,BUY,2644.745,2645.440964,7.99623781,556.5093993,1,-179.9153507,2642.756596,TP
2025-01-06 13:35:00+00:00,2025-01-06 13:35:00+00:00,SELL,2638.31,2637.619374,8.09833792,559.2919463,1,-8.09833792,9126.826835,TP
2025-01-06 14:55:00+00:00,2025-01-06 14:55:00+00:00,BUY,2633.395,2637.218311,1.65598941,633.1363196,1.126399892,-420.6213102,116.7472534,SL
2025-01-06 17:25:00+00:00,2025-01-06 17:25:00+00:00,SELL,2637.97,2618.652727,0.293824484,567.5887842,1.004130349,-14.39739972,32.90834221,SL
2025-01-06 18:25:00+00:00,2025-01-06 18:25:00+00:00,BUY,2638.22,2636.843406,4.126794847,-568.0920316,-1,-1052.332686,193.9593578,SL
