entry_time,exit_time,side,entry,exit,lots,sl_dist_usd,lots_capped,notional_capped,notional_usd,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-01 23:20:00+00:00,2025-01-01 23:40:00+00:00,SELL,2624.290588,2622.584118,1.90527681,1.220588228,FALSE,TRUE,500000,325.1298818,1.398072289,-23.70388499,443.0889334,TP
2025-01-02 00:15:00+00:00,2025-01-02 00:45:00+00:00,BUY,2625.894412,2627.600232,1.90411312,1.220588228,FALSE,TRUE,500000,324.8074138,1.397539241,-128.4156289,393.3113659,TP
2025-01-02 01:05:00+00:00,2025-01-02 01:05:00+00:00,SELL,2627.162766,2628.654919,1.903193843,1.361693001,FALSE,TRUE,500000,-283.985577,-1.09580696,-650.3658441,0,SL
2025-01-02 01:10:00+00:00,2025-01-02 01:15:00+00:00,BUY,2629.75546,2631.905675,1.901317471,1.522983351,FALSE,TRUE,500000,408.8241271,1.411844036,-47.62033407,457.1794545,TP
2025-01-02 02:50:00+00:00,2025-01-02 02:55:00+00:00,SELL,2632.793973,2634.731332,1.899123157,1.801366374,FALSE,TRUE,500000,-367.9283884,-1.075494311,-492.0679997,13.09875996,SL
2025-01-02 04:55:00+00:00,2025-01-02 05:35:00+00:00,BUY,2634.005869,2635.821157,1.898249377,1.293452684,FALSE,TRUE,500000,344.5868687,1.403443428,-164.3635392,430.7376405,TP
2025-01-02 06:05:00+00:00,2025-01-02 06:25:00+00:00,SELL,2632.463713,2633.905707,1.899361414,1.314325493,FALSE,TRUE,500000,-273.8867598,-1.097136075,-384.865041,208.6854008,SL
2025-01-02 06:35:00+00:00,2025-01-02 07:25:00+00:00,BUY,2633.957582,2635.901049,1.898284177,1.379079583,FALSE,TRUE,500000,368.9252713,1.409249368,-104.8956892,401.9461861,TP
2025-01-02 07:40:00+00:00,2025-01-02 07:50:00+00:00,SELL,2633.249078,2634.670418,1.89879493,1.296099183,FALSE,TRUE,500000,-269.8833117,-1.09662901,-302.0834597,34.95264042,SL
2025-01-02 08:00:00+00:00,2025-01-02 08:10:00+00:00,BUY,2636.201173,2634.764741,1.896668605,1.308638455,FALSE,TRUE,500000,-272.4435336,-1.097653764,-417.4895285,165.7360675,SL
2025-01-02 08:25:00+00:00,2025-01-02 08:35:00+00:00,SELL,2632.626037,2634.205655,1.899244302,1.448149226,FALSE,TRUE,500000,-300.0080962,-1.090784169,-334.0700426,281.2851113,SL
2025-01-02 08:50:00+00:00,2025-01-02 09:00:00+00:00,BUY,2636.114941,2638.598896,1.896730648,1.747031135,FALSE,TRUE,500000,471.139428,1.42181517,-138.450075,732.1492925,TP
2025-01-02 09:55:00+00:00,2025-01-02 10:00:00+00:00,SELL,2636.831174,2634.429446,1.896215446,1.691290857,FALSE,TRUE,500000,455.4193299,1.420056025,-130.6162154,599.4267312,TP
2025-01-02 10:20:00+00:00,2025-01-02 10:50:00+00:00,BUY,2643.640178,2641.229623,1.891331521,2.258900466,FALSE,TRUE,500000,-455.915825,-1.067136344,-582.5637761,518.1911694,SL
2025-01-02 11:30:00+00:00,2025-01-02 12:30:00+00:00,SELL,2641.783957,2642.937658,1.892660445,2.302171739,FALSE,TRUE,500000,-218.3564238,-0.501135938,-283.1502234,271.3992871,FLIP
2025-01-02 12:30:00+00:00,2025-01-02 12:45:00+00:00,BUY,2642.937658,2645.622126,1.891834257,1.882877995,FALSE,TRUE,500000,507.8569405,1.425726188,-142.3903356,672.0443121,TP
2025-01-02 13:05:00+00:00,2025-01-02 13:10:00+00:00,SELL,2641.718573,2638.755281,1.892707289,2.071332969,FALSE,TRUE,500000,560.8645142,1.430620983,-316.3521422,623.377027,TP
2025-01-02 13:55:00+00:00,2025-01-02 13:55:00+00:00,BUY,2645.564717,2644.34532,1.827595777,2.735834731,FALSE,FALSE,483502.2903,-222.8563472,-0.445712694,-488.8300935,329.0190166,SL
