entry_time,exit_time,side,entry,exit,lots,sl_dist_usd,lots_capped,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-06 09:55:00+00:00,2025-01-06 09:55:00+00:00,SELL,2632.72,2627.344833,0.921338547,5.4268868,FALSE,495.2348978,0.990469796,-61.72968266,31.78617988,SL
2025-01-06 11:00:00+00:00,2025-01-06 11:00:00+00:00,BUY,2633.94,2637.046,1.559576031,3.205999516,FALSE,484.4042397,0.968808479,-162.1959072,120.8671424,SL
2025-01-06 12:25:00+00:00,2025-01-06 12:25:00+00:00,SELL,2642.995,2628.162588,0.334842081,14.93241227,FALSE,496.6515792,0.993303158,-75.00462619,19.75568279,SL
2025-01-06 12:45:00+00:00,2025-01-06 12:45:00+00:00,BUY,2644.845,2646.635239,2.645168589,1.890238687,FALSE,473.5483141,0.947096628,-85.96797915,847.7765328,SL
2025-01-06 13:35:00+00:00,2025-01-06 13:35:00+00:00,SELL,2638.21,2628.612249,0.515583435,9.697751444,FALSE,494.8441657,0.989688331,-5.671417784,575.9066968,SL
2025-01-06 14:55:00+00:00,2025-01-06 14:55:00+00:00,BUY,2633.495,2644.084174,0.467862186,10.6869077,FALSE,495.4273959,0.990854792,-123.5156171,28.30566226,SL
2025-01-06 17:25:00+00:00,2025-01-06 17:25:00+00:00,SELL,2637.87,2617.904049,0.250043457,19.99652407,FALSE,499.23553,0.99847106,-14.75256395,25.50443258,SL
2025-01-06 18:25:00+00:00,2025-01-06 18:25:00+00:00,BUY,2638.32,2646.699191,0.589678879,8.479191267,FALSE,494.1032112,0.988206422,-156.2649029,21.81811852,SL
2025-01-06 19:05:00+00:00,2025-01-06 19:05:00+00:00,SELL,2633.41,2617.100673,0.305744899,16.35350259,FALSE,498.649368,0.997298736,-42.95715834,0,SL
2025-01-06 21:05:00+00:00,2025-01-06 21:05:00+00:00,BUY,2635.385,2639.740938,1.122098279,4.45593768,FALSE,488.7790172,0.977558034,-11.22098279,93.13415713,SL
2025-01-06 23:10:00+00:00,2025-01-06 23:10:00+00:00,SELL,2635.94,2633.376336,1.898735896,2.63333095,FALSE,486.7721626,0.973544325,-34.17724612,56.96207687,SL
2025-01-07 00:55:00+00:00,2025-01-07 00:55:00+00:00,BUY,2634.62,2639.105861,1.090307874,4.585860671,FALSE,489.0969213,0.978193843,-63.78301065,63.23785671,SL
2025-01-07 02:30:00+00:00,2025-01-07 02:30:00+00:00,SELL,2638.135,2634.542454,1.359358179,3.678206435,FALSE,488.3556941,0.976711388,-48.25721535,112.1470497,SL
2025-01-07 04:30:00+00:00,2025-01-07 04:30:00+00:00,SELL,2637.94,2634.244418,1.325581934,3.771928291,FALSE,489.8796572,0.979759314,-97.43027217,0,SL
2025-01-07 05:15:00+00:00,2025-01-07 05:15:00+00:00,BUY,2639.485,2640.019917,7.875041246,0.634917309,FALSE,421.2495875,0.842499175,-149.6257837,1224.568914,SL
2025-01-07 06:45:00+00:00,2025-01-07 06:45:00+00:00,SELL,2643.555,2634.661021,0.555927443,8.993979461,FALSE,494.4407256,0.988881451,-16.67782328,105.3482504,SL
2025-01-07 08:05:00+00:00,2025-01-07 08:05:00+00:00,BUY,2643.655,2644.901588,3.713087213,1.346588354,FALSE,462.8691279,0.925738256,-876.2885824,0,SL
2025-01-07 08:55:00+00:00,2025-01-07 08:55:00+00:00,SELL,2640.88,2638.957866,2.472634837,2.022134415,FALSE,475.2736516,0.950547303,-468.5643016,71.70641027,SL
2025-01-07 09:30:00+00:00,2025-01-07 09:30:00+00:00,BUY,2644.145,2644.863839,6.106207217,0.8188389,FALSE,438.9379278,0.877875856,-1230.400754,0,SL
2025-01-07 14:20:00+00:00,2025-01-07 14:20:00+00:00,SELL,2657.595,2641.126201,0.301772018,16.5687993,FALSE,496.9822798,0.99396456,-95.35995765,15.39037291,SL
2025-01-07 16:25:00+00:00,2025-01-07 16:25:00+00:00,BUY,2652.17,2660.482843,0.60019986,8.330558417,FALSE,498.9367207,0.997873441,-95.43177782,0,SL
2025-01-07 17:45:00+00:00,2025-01-07 17:45:00+00:00,SELL,2651.455,2645.162056,0.78658523,6.356590244,FALSE,494.9936431,0.989987286,-18.48475291,84.16461963,SL
2025-01-07 19:50:00+00:00,2025-01-07 19:50:00+00:00,BUY,2649.81,2662.239651,0.400478838,12.4850542,FALSE,497.7812232,0.995562446,-21.82609668,21.62585726,SL
2025-01-07 20:25:00+00:00,2025-01-07 20:25:00+00:00,SELL,2648.04,2643.881046,1.190609792,4.199528706,FALSE,495.1691744,0.990338349,-55.95866024,3.571829377,SL
2025-01-07 20:55:00+00:00,2025-01-07 20:55:00+00:00,BUY,2651.07,2661.284308,0.484763496,10.31430799,FALSE,495.152365,0.99030473,-57.44447428,22.05673907,SL
2025-01-07 21:45:00+00:00,2025-01-07 21:45:00+00:00,SELL,2649.505,2643.416448,0.807943418,6.188552176,FALSE,491.9205658,0.983841132,-40.80114263,2.423830255,SL
2025-01-07 23:40:00+00:00,2025-01-07 23:40:00+00:00,BUY,2649.625,2654.962895,0.923783963,5.412520892,FALSE,493.1061657,0.986212331,-49.42244202,5.080811797,SL
2025-01-08 01:05:00+00:00,2025-01-08 01:05:00+00:00,SELL,2648.805,2648.252401,7.661670913,0.65259916,FALSE,423.3832909,0.846766582,-835.1221295,229.8501274,SL
2025-01-08 02:50:00+00:00,2025-01-08 02:50:00+00:00,BUY,2649.15,2650.210887,4.307051547,1.160886965,FALSE,456.9294845,0.913858969,-193.8173196,531.9208661,SL
2025-01-08 04:15:00+00:00,2025-01-08 04:15:00+00:00,BUY,2648.31,2650.334762,2.369358079,2.110276215,FALSE,479.7387162,0.959477432,-227.4583756,0,SL
2025-01-08 04:45:00+00:00,2025-01-08 04:55:00+00:00,SELL,2645.99,2646.528989,6.503867529,0.768773346,FALSE,-350.5512118,-0.701102424,-721.9292957,403.2397868,SL
2025-01-08 05:20:00+00:00,2025-01-08 05:20:00+00:00,BUY,2648.155,2650.428759,2.10636409,2.37375866,FALSE,478.9363591,0.957872718,-47.39319203,249.6041447,SL
2025-01-08 07:50:00+00:00,2025-01-08 07:50:00+00:00,SELL,2651.94,2646.656502,0.932480542,5.362042184,FALSE,492.6758967,0.985351793,-34.50178004,25.17697463,SL
2025-01-08 11:05:00+00:00,2025-01-08 11:05:00+00:00,SELL,2651.85,2646.77565,0.966304917,5.174350161,FALSE,490.3369508,0.980673902,-84.06852774,38.1690442,SL
2025-01-08 12:50:00+00:00,2025-01-08 12:50:00+00:00,BUY,2652.165,2653.343623,3.91045683,1.278622989,FALSE,460.8954317,0.921790863,-367.582942,132.9555322,SL
2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,SELL,2661.365,2649.000137,0.401127552,12.46486304,FALSE,495.9887245,0.991977449,-166.0668066,78.21987269,SL
2025-01-08 16:50:00+00:00,2025-01-08 17:05:00+00:00,BUY,2668.72,2667.63168,2.321916581,2.153393468,FALSE,-252.6988624,-0.505397725,-290.2395727,332.0340711,SL
2025-01-08 17:30:00+00:00,2025-01-08 17:30:00+00:00,SELL,2662.81,2648.491792,0.346783728,14.41820821,FALSE,496.5321627,0.993064325,-3.467837284,119.2936026,SL
2025-01-08 19:10:00+00:00,2025-01-08 19:10:00+00:00,BUY,2658.235,2666.77516,0.578692966,8.640160322,FALSE,494.2130703,0.988426141,-91.43348857,0,SL
2025-01-08 21:40:00+00:00,2025-01-08 21:40:00+00:00,SELL,2662.125,2651.480777,0.46726683,10.70052415,FALSE,497.3692313,0.994738463,-37.38134642,6.074468794,SL
2025-01-08 23:40:00+00:00,2025-01-08 23:40:00+00:00,BUY,2663.015,2668.753757,0.863507866,5.790335207,FALSE,495.5462121,0.991092424,-34.10856072,0,SL
2025-01-09 00:10:00+00:00,2025-01-09 00:10:00+00:00,SELL,2661.495,2650.782261,0.462417522,10.81273905,FALSE,495.3758248,0.99075165,-4.624175222,44.85449965,SL
2025-01-09 03:05:00+00:00,2025-01-09 03:05:00+00:00,BUY,2659.75,2662.678823,1.650806031,3.028823438,FALSE,483.4919397,0.966983879,-24.76209047,179.1124544,SL
2025-01-09 04:00:00+00:00,2025-01-09 04:00:00+00:00,SELL,2659.335,2657.894572,3.245850148,1.540428477,FALSE,467.5414985,0.935082997,-152.554957,214.2261098,SL
2025-01-09 05:00:00+00:00,2025-01-09 05:00:00+00:00,BUY,2659.205,2662.610114,1.426487155,3.50511393,FALSE,485.7351284,0.971470257,-28.52974311,196.1419839,SL
2025-01-09 05:45:00+00:00,2025-01-09 05:45:00+00:00,SELL,2658.21,2657.141264,4.27812519,1.168736252,FALSE,457.2187481,0.914437496,-543.3218991,91.97969159,SL
2025-01-09 06:30:00+00:00,2025-01-09 06:30:00+00:00,BUY,2661.07,2661.854096,5.655497433,0.88409553,FALSE,443.4450257,0.886890051,-328.0188511,630.5879638,SL
2025-01-09 07:55:00+00:00,2025-01-09 07:55:00+00:00,SELL,2663.805,2657.263985,0.752896962,6.641014974,FALSE,492.4710304,0.984942061,-9.411212028,114.8167867,SL
2025-01-09 08:25:00+00:00,2025-01-09 08:25:00+00:00,BUY,2664.415,2665.143698,6.033562481,0.828697808,FALSE,439.6643752,0.87932875,-319.7788115,621.4569355,SL
2025-01-09 14:00:00+00:00,2025-01-09 14:00:00+00:00,SELL,2672.645,2662.820962,0.50382716,9.924038227,FALSE,494.9617284,0.989923457,-17.88586419,120.4146913,SL
2025-01-09 14:55:00+00:00,2025-01-09 14:55:00+00:00,BUY,2675.275,2675.799834,8.002125188,0.624834014,FALSE,419.9787481,0.839957496,-2312.614179,0,SL
2025-01-09 15:55:00+00:00,2025-01-09 15:55:00+00:00,SELL,2669.24,2665.49798,1.301398708,3.842020103,FALSE,486.9860129,0.973972026,-195.2098063,138.5989624,SL
2025-01-09 18:10:00+00:00,2025-01-09 18:10:00+00:00,BUY,2667.51,2676.023501,0.580484023,8.613501498,FALSE,494.1951598,0.98839032,-29.31444315,96.6505898,SL
2025-01-09 19:15:00+00:00,2025-01-09 19:15:00+00:00,SELL,2668.965,2665.007583,1.245725666,4.0137248,FALSE,492.9856485,0.985971297,-107.7552701,33.01173015,SL
2025-01-09 21:50:00+00:00,2025-01-09 21:50:00+00:00,BUY,2670.875,2674.148058,1.482334327,3.37305823,FALSE,485.1766567,0.970353313,-34.83485668,92.64589542,SL
2025-01-09 23:40:00+00:00,2025-01-09 23:40:00+00:00,SELL,2669.82,2663.738949,0.811575279,6.160857941,FALSE,493.5230724,0.987046145,-32.05722351,0,SL
2025-01-10 04:30:00+00:00,2025-01-10 04:30:00+00:00,SELL,2673.095,2669.687419,1.432261535,3.490982532,FALSE,488.0546701,0.97610934,-17.90326919,60.15498447,SL
2025-01-10 05:20:00+00:00,2025-01-10 05:20:00+00:00,BUY,2673.25,2673.778086,8.060792915,0.620286373,FALSE,425.678793,0.851357586,-181.3678406,370.7964741,SL
2025-01-10 07:20:00+00:00,2025-01-10 07:20:00+00:00,SELL,2677.41,2670.742018,0.738772653,6.767981975,FALSE,492.6122735,0.985224547,-59.47119857,109.3383527,SL
2025-01-10 12:05:00+00:00,2025-01-10 12:05:00+00:00,SELL,2678.955,2674.813859,1.178928138,4.241140608,FALSE,488.2107186,0.976421437,-178.0181488,57.76747876,SL
2025-01-10 13:20:00+00:00,2025-01-10 13:20:00+00:00,BUY,2679.335,2680.905418,2.993263133,1.670417794,FALSE,470.0673687,0.940134737,-311.2993658,484.9086275,SL
2025-01-10 13:35:00+00:00,2025-01-10 13:35:00+00:00,SELL,2666.375,2666.9817,9.867778919,0.506699637,FALSE,-598.6777892,-1.197355578,-7001.189143,172.6861311,SL
2025-01-10 14:00:00+00:00,2025-01-10 14:00:00+00:00,BUY,2682.725,2681.894039,1.848275804,2.705223966,FALSE,-153.5844667,-0.307168933,-264.3034399,594.2206709,SL
2025-01-10 16:05:00+00:00,2025-01-10 16:05:00+00:00,SELL,2689.015,2668.803094,0.24653824,20.28082942,FALSE,498.3007794,0.996601559,-53.86860554,19.72305924,SL
2025-01-10 16:50:00+00:00,2025-01-10 16:50:00+00:00,BUY,2694.68,2696.081468,4.995113103,1.000978336,FALSE,700.048869,1.400097738,-184.8191848,834.1838882,TP
2025-01-10 18:10:00+00:00,2025-01-10 18:10:00+00:00,SELL,2694.435,2667.396673,0.184385289,27.1171308,FALSE,498.5469658,0.997093932,-9.588035029,38.35214012,SL
2025-01-10 19:45:00+00:00,2025-01-10 19:45:00+00:00,BUY,2686.95,2695.310721,0.591474065,8.453456026,FALSE,494.5149474,0.989029895,-119.7734982,0,SL
2025-01-10 20:05:00+00:00,2025-01-10 20:05:00+00:00,SELL,2685.305,2666.566099,0.265408265,18.83890089,FALSE,497.3459174,0.994691835,-105.3670812,0,SL
2025-01-10 20:15:00+00:00,2025-01-10 20:15:00+00:00,BUY,2688.74,2695.400562,0.742468633,6.734291222,FALSE,494.5258361,0.989051672,-43.80564937,66.822177,SL
2025-01-10 21:35:00+00:00,2025-01-10 21:35:00+00:00,SELL,2689.73,2684.774208,0.990023557,5.050384876,FALSE,490.6350425,0.981270085,-51.48122498,75.24179035,SL
2025-01-13 00:05:00+00:00,2025-01-13 00:05:00+00:00,BUY,2692.795,2695.950512,1.535856919,3.25551159,FALSE,484.6414308,0.969282862,-113.653412,60.6663483,SL
2025-01-13 00:25:00+00:00,2025-01-13 00:25:00+00:00,SELL,2690.545,2686.533149,1.226418532,4.076911649,FALSE,492.0208062,0.984041612,-63.77376367,71.74548413,SL
2025-01-13 01:55:00+00:00,2025-01-13 01:55:00+00:00,BUY,2686.3,2691.86098,0.883239265,5.660980208,FALSE,491.1676073,0.982335215,-134.2523683,33.56309208,SL
2025-01-13 03:10:00+00:00,2025-01-13 03:10:00+00:00,SELL,2686.445,2681.550028,1.007470737,4.962923307,FALSE,493.1540949,0.98630819,-126.9413128,5.037353683,SL
2025-01-13 04:05:00+00:00,2025-01-13 04:05:00+00:00,BUY,2690.33,2691.562007,3.753734663,1.332006774,FALSE,462.4626534,0.924925307,-349.0973237,228.9778144,SL
2025-01-13 04:30:00+00:00,2025-01-13 04:30:00+00:00,SELL,2686.63,2681.369908,0.932819808,5.360092011,FALSE,490.6718019,0.981343604,-65.76379646,75.55840444,SL
2025-01-13 06:00:00+00:00,2025-01-13 06:00:00+00:00,BUY,2687.105,2691.783284,1.046400747,4.778284053,FALSE,489.5359925,0.979071985,-10.46400747,167.4241195,SL
2025-01-13 07:20:00+00:00,2025-01-13 07:20:00+00:00,SELL,2689.02,2680.990132,0.61508532,8.128953559,FALSE,493.9053747,0.987810749,-12.91679172,79.0384636,SL
2025-01-13 08:10:00+00:00,2025-01-13 08:10:00+00:00,BUY,2687.395,2689.360934,2.423065561,2.063501739,FALSE,476.3586827,0.952717365,-31.49985229,381.6328259,SL
2025-01-13 14:55:00+00:00,2025-01-13 14:55:00+00:00,BUY,2673.5,2686.358155,0.385857397,12.95815512,FALSE,496.141426,0.992282852,-130.2268714,2.508073078,SL
2025-01-13 15:30:00+00:00,2025-01-13 15:30:00+00:00,SELL,2665.06,2667.242269,2.353047753,2.124903752,FALSE,-513.4982317,-1.026996463,-541.2009833,58.82619384,SL
2025-01-13 18:10:00+00:00,2025-01-13 18:10:00+00:00,BUY,2661.635,2676.965088,0.324042216,15.43008829,FALSE,496.7595778,0.993519156,-5.994780994,26.73348281,SL
2025-01-13 19:40:00+00:00,2025-01-13 19:40:00+00:00,BUY,2660.3,2672.271509,0.414198408,12.07150945,FALSE,495.8580159,0.991716032,-34.7926663,16.15373793,SL
2025-01-14 01:40:00+00:00,2025-01-14 01:40:00+00:00,SELL,2669.18,2658.442491,0.461792315,10.8273781,FALSE,495.849923,0.991699846,-55.87687015,4.848819311,SL
2025-01-14 02:50:00+00:00,2025-01-14 02:50:00+00:00,BUY,2672.06,2670.68899,3.775683598,1.324263506,FALSE,-517.6501157,-1.035300231,-553.1376471,83.06503915,SL
2025-01-14 04:00:00+00:00,2025-01-14 04:00:00+00:00,SELL,2669.735,2660.595358,0.541146479,9.239642483,FALSE,494.5885352,0.98917707,-9.740636628,34.63337468,SL
2025-01-14 04:45:00+00:00,2025-01-14 04:50:00+00:00,BUY,2672.93,2671.950445,3.349047778,1.492961681,FALSE,-328.0576812,-0.656115362,-343.2773973,184.1976278,SL
2025-01-14 05:35:00+00:00,2025-01-14 05:35:00+00:00,SELL,2669.47,2664.702184,1.027154599,4.867816396,FALSE,489.728454,0.979456908,-48.78984347,36.97756558,SL
2025-01-14 07:10:00+00:00,2025-01-14 07:10:00+00:00,BUY,2669.505,2673.762132,1.14754381,4.357132124,FALSE,488.5245619,0.977049124,-118.1970125,20.65578859,SL
2025-01-14 07:35:00+00:00,2025-01-14 07:35:00+00:00,SELL,2668.075,2668.870808,7.18589538,0.695807514,FALSE,-571.8589538,-1.143717908,-1131.778522,168.8685414,SL
2025-01-14 08:20:00+00:00,2025-01-14 08:20:00+00:00,BUY,2670.965,2673.61213,1.820081435,2.747129828,FALSE,481.7991856,0.963598371,-100.1044789,222.0499351,SL
2025-01-14 09:05:00+00:00,2025-01-14 09:05:00+00:00,SELL,2669.98,2669.091023,5.084419206,0.98339649,FALSE,451.9930031,0.903986006,-668.6011256,180.4968818,SL
2025-01-14 11:50:00+00:00,2025-01-14 11:50:00+00:00,BUY,2668.33,2672.811072,1.091447562,4.581072122,FALSE,489.0855244,0.978171049,-59.48389214,130.4279837,SL
2025-01-14 12:50:00+00:00,2025-01-14 12:50:00+00:00,SELL,2667.375,2666.465596,5.088901306,0.982530354,FALSE,462.7866369,0.925573274,-643.7460152,30.53340783,SL
2025-01-14 15:00:00+00:00,2025-01-14 15:00:00+00:00,BUY,2665.36,2671.509333,0.800085359,6.249333202,FALSE,491.9991464,0.983998293,-17.6018779,306.4326926,SL
2025-01-14 17:10:00+00:00,2025-01-14 17:10:00+00:00,SELL,2668.98,2662.476907,0.758335013,6.593391992,FALSE,493.1523237,0.986304647,-10.23752267,43.22509573,SL
2025-01-14 17:35:00+00:00,2025-01-14 17:35:00+00:00,BUY,2671.555,2672.070821,8.57026345,0.583412637,FALSE,442.0718889,0.884143778,-544.2117291,291.3889573,SL
2025-01-14 18:05:00+00:00,2025-01-14 18:05:00+00:00,SELL,2668.055,2662.090077,0.825396609,6.057693895,FALSE,492.3427388,0.984685478,-18.57142371,84.19045413,SL
2025-01-14 18:35:00+00:00,2025-01-14 18:35:00+00:00,BUY,2669.63,2672.404788,1.739258767,2.874787866,FALSE,482.6074123,0.965214825,-17.39258767,309.5880606,SL
2025-01-14 20:00:00+00:00,2025-01-14 20:00:00+00:00,SELL,2674.24,2661.731194,0.397180225,12.58874356,FALSE,496.8250534,0.993650107,-18.27029036,35.74622026,SL
2025-01-14 23:25:00+00:00,2025-01-14 23:25:00+00:00,SELL,2675.505,2668.02866,0.659949265,7.576339978,FALSE,493.4005073,0.986801015,-6.59949265,45.53649929,SL
2025-01-15 02:15:00+00:00,2025-01-15 02:15:00+00:00,BUY,2673.365,2676.828569,1.403087789,3.563568893,FALSE,485.9691221,0.971938244,-72.25902114,49.10807262,SL
2025-01-15 02:50:00+00:00,2025-01-15 02:50:00+00:00,BUY,2674.53,2676.708409,2.194513446,2.278409371,FALSE,478.0548655,0.956109731,-284.1894912,116.3092126,SL
2025-01-15 04:45:00+00:00,2025-01-15 04:45:00+00:00,SELL,2674.365,2670.638544,1.311627176,3.812058861,FALSE,488.7720854,0.977544171,-131.1627176,0,SL
2025-01-15 07:55:00+00:00,2025-01-15 07:55:00+00:00,SELL,2681.14,2670.881482,0.482694541,10.35851782,FALSE,495.1730546,0.990346109,-33.78861785,51.40696859,SL
2025-01-15 11:20:00+00:00,2025-01-15 11:20:00+00:00,SELL,2686.13,2676.002614,0.488883493,10.22738561,FALSE,495.1111651,0.99022233,-31.04410179,34.2218445,SL
2025-01-15 13:35:00+00:00,2025-01-15 13:35:00+00:00,BUY,2688.005,2691.206192,1.51460426,3.301192352,FALSE,484.8539574,0.969707915,-521.0238655,365.0196267,SL
2025-01-15 16:20:00+00:00,2025-01-15 16:20:00+00:00,BUY,2683.145,2692.557226,0.525639311,9.512226152,FALSE,494.7436069,0.989487214,-20.76275278,90.40996148,SL
