time,side,reason,sl_dist
2025-01-23 05:20:00+00:00,BUY,MIN_STOP,1.104215547218701
2025-01-23 07:00:00+00:00,SELL,MIN_STOP,1.1424947888952313
2025-01-23 08:20:00+00:00,BUY,MIN_STOP,1.1614752843888927
2025-01-23 09:15:00+00:00,SELL,MIN_STOP,1.1845294022608739
2025-01-23 19:30:00+00:00,BUY,MIN_STOP,1.8480667073911898
2025-01-23 20:00:00+00:00,SELL,MIN_STOP,1.760154960451014
2025-01-23 21:55:00+00:00,BUY,MIN_STOP,1.3610042884953928
2025-01-24 01:45:00+00:00,SELL,MIN_STOP,1.452042219378491
2025-01-24 02:00:00+00:00,BUY,MIN_STOP,1.5069660389414175
2025-01-24 05:20:00+00:00,BUY,MIN_STOP,1.9434721496193488
2025-01-24 06:50:00+00:00,SELL,MIN_STOP,1.9452628073500826
2025-01-24 07:50:00+00:00,BUY,MIN_STOP,1.831298555694067
2025-01-24 08:15:00+00:00,SELL,MIN_STOP,1.8671834032061323
2025-01-24 08:50:00+00:00,BUY,MIN_STOP,1.9584750606307446
2025-01-24 19:40:00+00:00,BUY,MIN_STOP,1.6992903766202696
2025-01-24 20:35:00+00:00,SELL,MIN_STOP,1.473655040927493
2025-01-27 01:00:00+00:00,BUY,MIN_STOP,1.5601134075654317
2025-01-27 01:35:00+00:00,SELL,MIN_STOP,1.8362885815156427
2025-01-27 06:55:00+00:00,BUY,MIN_STOP,1.7715176936327344
2025-01-27 07:20:00+00:00,SELL,MIN_STOP,1.6895129296164133
2025-01-27 21:45:00+00:00,SELL,MIN_STOP,1.4868743662278643
2025-01-27 23:30:00+00:00,BUY,MIN_STOP,1.6135936837643552
2025-01-28 01:00:00+00:00,SELL,MIN_STOP,1.7628820923525117
2025-01-28 03:15:00+00:00,BUY,MIN_STOP,1.757259124705559
2025-01-28 03:35:00+00:00,SELL,MIN_STOP,1.7303076989197272
2025-01-28 04:15:00+00:00,BUY,MIN_STOP,1.568748621279232
2025-01-28 05:50:00+00:00,SELL,MIN_STOP,1.4191626836862559
2025-01-28 07:10:00+00:00,BUY,MIN_STOP,1.2382210655097963
2025-01-28 07:45:00+00:00,SELL,MIN_STOP,1.3733186833341622
2025-01-28 08:50:00+00:00,BUY,MIN_STOP,1.7914085447695822
2025-01-28 10:50:00+00:00,SELL,MIN_STOP,1.7247771508656238
2025-01-28 12:40:00+00:00,BUY,MIN_STOP,1.4877941953200196
2025-01-28 20:25:00+00:00,SELL,MIN_STOP,1.2235770446486178
2025-01-28 21:45:00+00:00,BUY,MIN_STOP,1.0116830627349251
2025-01-28 23:40:00+00:00,SELL,MIN_STOP,0.8506215002358656
2025-01-29 00:30:00+00:00,BUY,MIN_STOP,0.7814255901689601
2025-01-29 01:55:00+00:00,SELL,MIN_STOP,0.9217575527127028
2025-01-29 04:30:00+00:00,BUY,MIN_STOP,0.9336085792150024
2025-01-29 04:55:00+00:00,SELL,MIN_STOP,0.9214611009353088
2025-01-29 07:55:00+00:00,BUY,MIN_STOP,1.1587107765719813
2025-01-29 09:05:00+00:00,SELL,MIN_STOP,1.6128657907199238
2025-01-29 14:00:00+00:00,BUY,MIN_STOP,1.911625743385084
2025-01-30 00:15:00+00:00,SELL,MIN_STOP,1.4670992076120286
2025-01-30 00:30:00+00:00,BUY,MIN_STOP,1.3903231640314953
2025-01-30 01:10:00+00:00,SELL,MIN_STOP,1.4331977072130506
2025-01-30 03:25:00+00:00,BUY,MIN_STOP,1.0822053552744735
2025-01-30 04:35:00+00:00,SELL,MIN_STOP,1.0045428128770557
2025-01-30 06:00:00+00:00,BUY,MIN_STOP,1.006925749179289
2025-01-30 11:10:00+00:00,SELL,MIN_STOP,1.6394142474578706
2025-01-30 11:25:00+00:00,BUY,MIN_STOP,1.586824731205776
2025-01-30 12:05:00+00:00,SELL,MIN_STOP,1.4358416717140208
2025-01-30 12:40:00+00:00,BUY,MIN_STOP,1.3769447410457016
2025-01-30 20:15:00+00:00,BUY,MIN_STOP,1.7847668470015603
2025-01-31 02:15:00+00:00,BUY,MIN_STOP,1.5174167873632438
2025-01-31 04:05:00+00:00,SELL,MIN_STOP,1.275099382491426
2025-01-31 04:50:00+00:00,BUY,MIN_STOP,1.1045957960875072
2025-01-31 05:35:00+00:00,SELL,MIN_STOP,1.1095805960573628
2025-01-31 07:20:00+00:00,BUY,MIN_STOP,1.4620317251998436
2025-01-31 08:10:00+00:00,SELL,MIN_STOP,1.8016276964643663
2025-01-31 09:35:00+00:00,BUY,MIN_STOP,1.815040780950988
2025-01-31 10:05:00+00:00,SELL,MIN_STOP,1.7601235465930298
2025-01-31 10:55:00+00:00,BUY,MIN_STOP,1.9065993515304853
2025-02-04 00:35:00+00:00,BUY,MIN_STOP,1.5385270230087449
2025-02-04 02:20:00+00:00,SELL,MIN_STOP,1.8083181126243755
2025-02-04 07:00:00+00:00,BUY,MIN_STOP,1.752836216929867
2025-02-04 07:25:00+00:00,SELL,MIN_STOP,1.8719517934074514
2025-02-04 20:50:00+00:00,BUY,MIN_STOP,1.5014483262611127
2025-02-04 21:20:00+00:00,SELL,MIN_STOP,1.5432179784347504
2025-02-04 23:50:00+00:00,BUY,MIN_STOP,1.1156474420832283
2025-02-05 01:25:00+00:00,SELL,MIN_STOP,1.9565833790840716
2025-02-05 05:05:00+00:00,SELL,MIN_STOP,1.9569826458317385
2025-02-05 05:35:00+00:00,BUY,MIN_STOP,1.8535253634404962
2025-02-05 07:05:00+00:00,SELL,MIN_STOP,1.9828923654978299
2025-02-06 00:25:00+00:00,SELL,MIN_STOP,1.6602699676742168
2025-02-06 00:50:00+00:00,BUY,MIN_STOP,1.5270136751913337
2025-02-06 01:10:00+00:00,SELL,MIN_STOP,1.693286332604913
2025-02-06 01:45:00+00:00,BUY,MIN_STOP,1.9114557267419496
2025-02-06 03:10:00+00:00,SELL,MIN_STOP,1.8779910943667355
2025-02-06 04:50:00+00:00,SELL,MIN_STOP,1.682145909543702
2025-02-06 05:25:00+00:00,BUY,MIN_STOP,1.5690761186638884
2025-02-06 05:50:00+00:00,SELL,MIN_STOP,1.6013093699144636
2025-02-06 06:25:00+00:00,BUY,MIN_STOP,1.6601095084190782
2025-02-06 06:45:00+00:00,SELL,MIN_STOP,1.6859463023842853
2025-02-06 19:40:00+00:00,SELL,MIN_STOP,1.89071751897074
2025-02-06 19:50:00+00:00,BUY,MIN_STOP,1.8893350608710948
2025-02-06 20:30:00+00:00,SELL,MIN_STOP,1.8935921979080987
2025-02-06 21:05:00+00:00,BUY,MIN_STOP,1.7698112303289626
2025-02-06 21:20:00+00:00,SELL,MIN_STOP,1.638280175572064
2025-02-06 21:45:00+00:00,BUY,MIN_STOP,1.4793144563909657
2025-02-07 00:55:00+00:00,SELL,MIN_STOP,1.1198714844904725
2025-02-07 01:20:00+00:00,BUY,MIN_STOP,1.2905469618352057
2025-02-07 05:00:00+00:00,SELL,MIN_STOP,1.292681941124718
2025-02-07 06:30:00+00:00,BUY,MIN_STOP,1.585114081908067
2025-02-07 06:55:00+00:00,SELL,MIN_STOP,1.7301032499860205
2025-02-07 07:15:00+00:00,BUY,MIN_STOP,1.8066818834467298
2025-02-07 10:10:00+00:00,SELL,MIN_STOP,1.7519048517740456
2025-02-07 21:40:00+00:00,SELL,MIN_STOP,1.924685665457867
2025-02-09 23:15:00+00:00,BUY,MIN_STOP,1.836085245274844
2025-02-10 05:40:00+00:00,SELL,MIN_STOP,1.5828536139030343
2025-02-10 06:05:00+00:00,BUY,MIN_STOP,1.7189564954786654
2025-02-10 20:55:00+00:00,BUY,MIN_STOP,1.6681764293471195
2025-02-10 21:30:00+00:00,SELL,MIN_STOP,1.502808779164329
2025-02-10 21:45:00+00:00,BUY,MIN_STOP,1.4735464562757794
2025-02-11 23:05:00+00:00,SELL,MIN_STOP,1.5240775290158812
2025-02-11 23:20:00+00:00,BUY,MIN_STOP,1.4843372214399948
2025-02-12 00:00:00+00:00,SELL,MIN_STOP,1.3987250839957497
2025-02-12 23:25:00+00:00,SELL,MIN_STOP,1.470037374515154
2025-02-12 23:50:00+00:00,BUY,MIN_STOP,1.5311964686266488
2025-02-13 01:05:00+00:00,SELL,MIN_STOP,1.9625017214120075
2025-02-13 05:55:00+00:00,SELL,MIN_STOP,1.9246871083808956
2025-02-13 23:05:00+00:00,SELL,MIN_STOP,1.4212046447019715
2025-02-13 23:25:00+00:00,BUY,MIN_STOP,1.3679468664427674
2025-02-14 00:10:00+00:00,SELL,MIN_STOP,1.4070607336127197
2025-02-14 01:05:00+00:00,BUY,MIN_STOP,1.3756780176616215
2025-02-14 01:55:00+00:00,SELL,MIN_STOP,1.8043770180357448
2025-02-14 03:10:00+00:00,BUY,MIN_STOP,1.797517241074304
2025-02-14 03:40:00+00:00,SELL,MIN_STOP,1.6928220661465805
2025-02-14 04:40:00+00:00,BUY,MIN_STOP,1.6710666402699756
2025-02-14 07:30:00+00:00,SELL,MIN_STOP,1.8899574678029163
2025-02-14 10:20:00+00:00,BUY,MIN_STOP,1.9565020354074854
2025-02-17 14:35:00+00:00,BUY,MIN_STOP,1.8904310420202108
2025-02-17 15:50:00+00:00,SELL,MIN_STOP,1.9698509725308455
2025-02-17 16:15:00+00:00,BUY,MIN_STOP,1.8640498971202843
2025-02-17 16:25:00+00:00,SELL,MIN_STOP,1.8660675321510727
2025-02-17 17:00:00+00:00,BUY,MIN_STOP,1.8422716263094907
2025-02-17 18:15:00+00:00,SELL,MIN_STOP,1.3281778334273697
2025-02-17 23:05:00+00:00,BUY,MIN_STOP,1.0218702727865765
2025-02-17 23:30:00+00:00,SELL,MIN_STOP,0.9678428973744206
2025-02-17 23:50:00+00:00,BUY,MIN_STOP,0.9405222708684207
2025-02-18 00:30:00+00:00,SELL,MIN_STOP,0.8533857921764048
2025-02-18 00:50:00+00:00,BUY,MIN_STOP,0.8770891551388827
2025-02-18 01:10:00+00:00,SELL,MIN_STOP,1.035362223911269
2025-02-18 02:10:00+00:00,BUY,MIN_STOP,1.6559479049480232
2025-02-18 07:05:00+00:00,BUY,MIN_STOP,1.9279592235612875
2025-02-18 07:40:00+00:00,SELL,MIN_STOP,1.8256734995251347
2025-02-18 10:25:00+00:00,SELL,MIN_STOP,1.628404196718108
2025-02-18 11:05:00+00:00,BUY,MIN_STOP,1.7635027632386446
2025-02-18 13:15:00+00:00,SELL,MIN_STOP,1.8674691318608592
2025-02-18 18:20:00+00:00,SELL,MIN_STOP,1.940374214598573
2025-02-18 18:50:00+00:00,BUY,MIN_STOP,1.9319023286960941
2025-02-18 19:20:00+00:00,SELL,MIN_STOP,1.7104217223647444
2025-02-18 19:40:00+00:00,BUY,MIN_STOP,1.6676604323159754
2025-02-18 20:30:00+00:00,SELL,MIN_STOP,1.5024874581557661
