stop_mode,atr_period,atr_init_mult,tp_r,trail_start_r,atr_trail_mult,chan_lookback,max_hold_bars,dynamic_risk,disable_tp,trades,winners,win_rate,initialBalance,finalEquity,netpnl,netpnl_pct,max_dd_pct,avgpnl,maxWinsStreak,maxLossesStreak,max_streak_loss_cash,max_streak_profit_cash,profit_factor,expectancy,n_exit_TP,skipped_min_sl,pct_notional_capped,avg_notional,p95_notional,max_notional,score
chandelier,20,1.0,1.5,0.0,0.0,180,,False,False,4621,4376,94.69811729062974,100000.0,2101034.4054965503,2001034.4054965503,2001.0344054965503,-0.9978492538532255,433.0306006268229,166,3,-842.3349416250444,80108.89009728453,38.222731720875345,433.030600626823,221,132.0,15.386280025968405,189763.28749962247,500000.0,500000.00000000006,11713.120891141914
chandelier,15,1.0,1.5,0.0,0.0,180,,False,False,4618,4372,94.67301862278042,100000.0,2098563.584104273,1998563.584104273,1998.5635841042729,-1.0091418530514051,432.7768696631154,143,3,-850.2282676214056,68880.49377728399,37.350852396114675,432.77686966311546,221,135.0,15.396275443915114,189285.90043977657,500000.0,500000.00000000006,11566.255169697823
chandelier,20,1.0,1.5,0.0,0.0,160,,False,False,4611,4352,94.38299718065495,100000.0,2077069.966086584,1977069.966086584,1977.0699660865841,-0.9978492538532255,428.7724931872877,166,3,-842.3349416250444,79419.83903646177,35.66491460239171,428.77249318728775,234,142.0,16.590761223162005,199513.37953833333,500000.0,500000.00000000006,11554.113534476652
chandelier,15,1.0,1.5,0.0,0.0,160,,False,False,4608,4349,94.37934027777779,100000.0,2074746.4966024384,1974746.4966024384,1974.7464966024386,-1.006215647698159,428.54741679740323,143,3,-850.2282676214056,68204.73538628494,34.89964183577825,428.5474167974033,234,145.0,16.62326388888889,199065.60151885953,500000.0,500000.00000000006,11444.363505085768
chandelier,10,2.0,1.0,0.0,0.0,100,,False,False,4545,3838,84.44444444444444,100000.0,1587895.1789247436,1487895.1789247436,1487.8951789247435,-0.7195111170756744,327.36967633107685,42,5,-1717.3490129509162,19605.29994375033,7.742725047368925,327.36967633107685,691,208.0,27.17271727172717,274191.57874881144,500000.0,500000.00000000006,11442.519503398227
chandelier,20,1.0,1.0,0.0,0.0,180,,False,False,4621,4387,94.93616100411167,100000.0,2099275.549755568,1999275.5497555682,1999.2755497555681,-1.0223605917571266,432.6499783067664,166,2,-542.32684537819,80108.89009728453,39.38585591321271,432.64997830676634,327,132.0,15.386280025968405,189763.28749962247,500000.0,500000.00000000006,11436.212534040642
chandelier,20,1.0,1.5,0.0,0.0,140,,False,False,4596,4311,93.79895561357702,100000.0,2037106.0598049269,1937106.0598049269,1937.1060598049269,-0.9978492538532255,421.47651431786966,166,3,-842.3349416250444,78599.79076418467,31.851596957788836,421.4765143178697,242,157.0,18.167972149695387,211246.42852948664,500000.0,500000.00000000006,11286.548439654753
chandelier,20,1.0,1.0,0.0,0.0,160,,False,False,4611,4364,94.64324441552809,100000.0,2075552.9154185327,1975552.9154185327,1975.5529154185324,-1.0223605917571266,428.443486319352,166,2,-542.32684537819,79419.83903646177,36.83228446526738,428.4434863193521,344,142.0,16.590761223162005,199513.37953833333,500000.0,500000.00000000006,11283.534363665127
chandelier,15,1.0,1.5,0.0,0.0,140,,False,False,4593,4309,93.81667755279773,100000.0,2034483.935337867,1934483.935337867,1934.483935337867,-1.006215647698159,421.1809134199576,143,3,-850.2282676214056,67510.53507539305,31.220712133061937,421.1809134199576,245,160.0,18.22338340953625,210800.4925040744,500000.0,500000.00000000006,11178.575387417895
chandelier,5,1.0,1.0,0.0,0.0,100,,False,False,4537,4180,92.13136433766806,100000.0,1907249.8983248651,1807249.8983248651,1807.249898324865,-0.9387095605125378,398.3358823726828,76,3,-626.3759462358219,37097.61352993292,22.63649054447023,398.3358823726828,442,216.0,22.658144148115493,242268.459941825,500000.0,500000.00000000006,11097.023081601941
