stop_mode,atr_period,atr_init_mult,tp_r,trail_start_r,atr_trail_mult,chan_lookback,max_hold_bars,dynamic_risk,disable_tp,trades,winners,win_rate,initialBalance,finalEquity,netpnl,netpnl_pct,max_dd_pct,avgpnl,maxWinsStreak,maxLossesStreak,max_streak_loss_cash,max_streak_profit_cash,profit_factor,expectancy,n_exit_TP,skipped_min_sl,pct_notional_capped,avg_notional,p95_notional,max_notional,score
chandelier,10,1,2,0,0,40,,FALSE,FALSE,4338,3601,83.0106,100000,1439929.7,1339929.7,1339.93,-1.13,308.8819,34,5,-1380.5,14563.78,9.2957,308.8819,335,415,42.46,349033.08,500000,500000,6500.54
chandelier,5,2,3,0,0,100,,FALSE,FALSE,4562,3678,80.6225,100000,1580096.7,1480096.7,1480.1,-1.23,324.4403,32,6,-2093.48,14701.94,6.9889,324.4403,181,191,26.65,272326.11,500000,500000,6498.74
chandelier,10,2,2,0,0,100,,FALSE,FALSE,4545,3717,81.7822,100000,1582305.65,1482305.65,1482.31,-1.25,326.1399,42,5,-1789.42,20723.66,7.0568,326.1399,348,208,27.17,274191.58,500000,500000,6492.22
chandelier,5,2,2.5,0,0,100,,FALSE,FALSE,4562,3685,80.776,100000,1574843,1474843,1474.84,-1.23,323.2887,32,6,-2093.48,15190.28,6.9875,323.2887,233,191,26.65,272326.11,500000,500000,6481.18
chandelier,10,2,2.5,0,0,100,,FALSE,FALSE,4545,3700,81.4081,100000,1575961.37,1475961.37,1475.96,-1.25,324.744,42,5,-1789.42,21072.38,6.9477,324.744,256,208,27.17,274191.58,500000,500000,6451.13
chandelier,5,1,3,0,0,100,,FALSE,FALSE,4537,4141,91.2718,100000,1908423.61,1808423.61,1808.42,-1.61,398.5946,76,3,-948.29,37097.61,21.429,398.5946,124,216,22.66,242268.46,500000,500000,6446.59
chandelier,20,1,3,0,0,60,,FALSE,FALSE,4422,3899,88.1728,100000,1691578.27,1591578.27,1591.58,-1.4,359.9227,50,3,-860.15,24361.08,15.1497,359.9227,144,331,32.43,298883.9,500000,500000,6427.85
chandelier,10,1,2.5,0,0,60,,FALSE,FALSE,4436,3901,87.9396,100000,1686297.23,1586297.23,1586.3,-1.39,357.5963,50,4,-1029.06,24612.63,14.3572,357.5963,202,317,31.94,298197.22,500000,500000,6427.04
chandelier,20,1,2.5,0,0,60,,FALSE,FALSE,4422,3901,88.218,100000,1690264.18,1590264.18,1590.26,-1.4,359.6256,50,3,-860.15,24361.08,15.1735,359.6256,187,331,32.43,298883.9,500000,500000,6424.09
chandelier,15,1,2,0,0,180,,FALSE,FALSE,4618,4358,94.3699,100000,2093781.92,1993781.92,1993.78,-1.81,431.7414,143,5,-1256.89,68880.49,35.5139,431.7414,153,135,15.4,189285.9,500000,500000,6421.84
