entry_time,exit_time,side,entry,exit,lots,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-02 17:30:00+00:00,2025-01-02 17:30:00+00:00,SELL,2656.4,2638.775043,0.294744274,519.4855176,1,-5.305396924,88.1285378,SL
2025-01-02 18:35:00+00:00,2025-01-02 18:35:00+00:00,SELL,2654.525,2638.702006,0.330917391,523.6104001,1.002925694,-55.26320438,0,SL
2025-01-02 19:40:00+00:00,2025-01-02 19:40:00+00:00,BUY,2656.295,2658.650283,2.234238335,526.2263586,1.002907106,-402.1629003,5.585595837,SL
2025-01-02 21:20:00+00:00,2025-01-02 21:20:00+00:00,SELL,2658.545,2646.761336,0.447843508,527.7237259,1.0007426,0,28.43806276,SL
2025-01-02 23:10:00+00:00,2025-01-02 23:10:00+00:00,BUY,2658.145,2659.374081,4.451248574,547.0944463,1.032310649,-124.6349601,97.92746863,SL
2025-01-03 00:45:00+00:00,2025-01-03 00:45:00+00:00,SELL,2659.17,2653.739687,0.980986267,532.7062198,1,-99.57010608,25.0151498,SL
2025-01-03 01:00:00+00:00,2025-01-03 01:00:00+00:00,BUY,2660.85,2661.400036,6.756899705,371.6538457,0.694200308,-689.20377,1212.863497,SL
2025-01-03 01:30:00+00:00,2025-01-03 01:30:00+00:00,SELL,2658.88,2653.966523,1.093376518,537.2280202,1,-39.36155465,85.83005667,SL
2025-01-03 02:20:00+00:00,2025-01-03 02:20:00+00:00,BUY,2661.51,2662.294943,6.87839076,539.9141603,1,-894.1907988,763.5013744,SL
2025-01-03 04:55:00+00:00,2025-01-03 04:55:00+00:00,SELL,2662.525,2657.704371,1.132897526,546.1279226,1.006476415,-73.07189042,18.69280918,SL
2025-01-03 09:05:00+00:00,2025-01-03 09:05:00+00:00,BUY,2655.38,2663.326639,0.686257893,545.3443707,1,-139.9966101,25.73467098,SL
2025-01-03 10:35:00+00:00,2025-01-03 10:35:00+00:00,SELL,2653.97,2651.793183,2.517764253,548.0710925,1,-98.19280585,203.9389045,SL
2025-01-03 11:05:00+00:00,2025-01-03 11:05:00+00:00,BUY,2658.44,2662.501173,1.356286478,550.811448,1,-71.20504011,58.32031857,SL
2025-01-03 12:30:00+00:00,2025-01-03 12:30:00+00:00,SELL,2655.62,2651.522253,1.350902233,553.5655052,1,-57.41334489,100.6422163,SL
2025-01-03 14:35:00+00:00,2025-01-03 14:35:00+00:00,BUY,2651.175,2656.586988,1.027964743,556.3333328,1,-235.4039261,62.19186695,SL
2025-01-03 15:05:00+00:00,2025-01-03 15:05:00+00:00,SELL,2645.89,2646.450854,9.638093589,-540.5563907,-0.966807171,-2370.971023,101.1999827,SL
2025-01-03 16:10:00+00:00,2025-01-03 16:10:00+00:00,BUY,2645.495,2656.527928,0.504396823,556.4973609,1.000153022,-106.4277297,33.29019034,SL
2025-01-03 16:20:00+00:00,2025-01-03 16:25:00+00:00,SELL,2642.485,2641.101368,4.04150012,559.1947043,1,-139.4317541,711.3040211,TP
2025-01-03 19:15:00+00:00,2025-01-03 19:15:00+00:00,BUY,2641.98,2656.050367,0.400173488,563.0587891,1.001900585,-24.01040931,9.00390349,SL
2025-01-03 19:55:00+00:00,2025-01-03 20:00:00+00:00,SELL,2639.71,2638.913615,7.092124752,564.8059717,1,-358.1523,581.5542297,TP
2025-01-03 21:45:00+00:00,2025-01-03 21:45:00+00:00,BUY,2639.945,2647.170189,0.785626558,567.6300016,1,-42.42383416,73.45608322,SL
2025-01-06 00:15:00+00:00,2025-01-06 00:15:00+00:00,SELL,2639.235,2637.913251,4.316008215,570.4681516,1,-457.4968708,88.47816841,SL
2025-01-06 01:50:00+00:00,2025-01-06 01:50:00+00:00,SELL,2643.265,2638.433743,1.186690019,573.3204924,1,-38.56742562,213.6042034,SL
2025-01-06 08:25:00+00:00,2025-01-06 08:25:00+00:00,BUY,2628.88,2643.467311,0.395240811,576.550045,1.000629917,-22.33110583,44.46459125,SL
2025-01-06 09:55:00+00:00,2025-01-06 09:55:00+00:00,SELL,2632.82,2627.244833,1.047732414,584.1283663,1.008735598,-59.72074761,46.62409244,SL
2025-01-06 11:00:00+00:00,2025-01-06 11:00:00+00:00,BUY,2633.84,2637.146,1.760407054,581.9904869,1,-165.4782631,154.0356172,SL
2025-01-06 12:25:00+00:00,2025-01-06 12:25:00+00:00,SELL,2643.095,2628.062588,0.389092867,584.9004393,1,-83.26587364,26.84740786,SL
2025-01-06 12:45:00+00:00,2025-01-06 12:45:00+00:00,BUY,2644.745,2646.735239,2.953539922,587.8249415,1,-66.45464824,976.1449442,SL
2025-01-06 13:35:00+00:00,2025-01-06 13:35:00+00:00,SELL,2638.31,2628.512249,0.602958821,590.7640662,1,-0.602958821,679.5345917,SL
2025-01-06 14:55:00+00:00,2025-01-06 14:55:00+00:00,BUY,2633.395,2644.184174,0.550406013,593.8426088,1.00021007,-139.8031274,38.80362395,SL
2025-01-06 17:25:00+00:00,2025-01-06 17:25:00+00:00,SELL,2637.97,2617.804049,0.296910599,598.7484464,1.003454653,-14.54861934,33.25398707,SL
2025-01-06 18:25:00+00:00,2025-01-06 18:25:00+00:00,BUY,2638.22,2646.799191,0.698994606,599.6808418,1,-178.2436245,32.85274647,SL
2025-01-06 19:05:00+00:00,2025-01-06 19:05:00+00:00,SELL,2633.51,2617.000673,0.36629237,604.7240685,1.003392887,-47.80115431,0,SL
2025-01-06 21:05:00+00:00,2025-01-06 21:05:00+00:00,BUY,2635.285,2639.840938,1.32948014,605.7028664,1,0,123.641653,SL
2025-01-06 23:10:00+00:00,2025-01-06 23:10:00+00:00,SELL,2636.04,2633.276336,2.227067969,615.4868468,1.011097614,-17.81654375,89.08271875,SL
2025-01-07 00:55:00+00:00,2025-01-07 00:55:00+00:00,BUY,2634.52,2639.205861,1.305648755,611.808815,1,-63.3239646,88.78411532,SL
2025-01-07 02:30:00+00:00,2025-01-07 02:30:00+00:00,SELL,2638.235,2634.442454,1.627406733,617.2015079,1.003795367,-41.49887169,150.5351228,SL
2025-01-07 03:35:00+00:00,2025-01-07 03:35:00+00:00,BUY,2639.44,2639.967739,11.85399841,625.5816681,1.012343642,-568.9919238,782.3638952,SL
2025-01-07 04:30:00+00:00,2025-01-07 04:30:00+00:00,SELL,2638.04,2634.144418,1.604063217,624.8759595,1.006108994,-101.8580143,9.6243793,SL
2025-01-07 05:15:00+00:00,2025-01-07 05:15:00+00:00,BUY,2639.385,2640.119917,8.493556304,624.2061547,1,-76.44200674,1405.683568,SL
2025-01-07 06:45:00+00:00,2025-01-07 06:45:00+00:00,SELL,2643.655,2634.561021,0.689826921,627.3271855,1,-13.79653843,137.6204708,SL
2025-01-07 08:05:00+00:00,2025-01-07 08:05:00+00:00,BUY,2643.555,2645.001588,4.358280775,630.4638214,1,-984.9714552,8.71656155,SL
2025-01-07 08:55:00+00:00,2025-01-07 08:55:00+00:00,SELL,2640.98,2638.857866,2.985749328,633.6161405,1,-535.9420045,116.4442238,SL
2025-01-07 09:30:00+00:00,2025-01-07 09:30:00+00:00,BUY,2644.045,2644.963839,6.930314131,636.7842212,1,-1327.155156,0,SL
2025-01-07 14:20:00+00:00,2025-01-07 14:20:00+00:00,SELL,2657.695,2641.026201,0.383931758,639.9681423,1,-117.483118,23.41983725,SL
2025-01-07 16:25:00+00:00,2025-01-07 16:25:00+00:00,BUY,2652.07,2660.582843,0.762900808,649.4454802,1.009760276,-113.6722204,0.381450404,SL
2025-01-07 17:45:00+00:00,2025-01-07 17:45:00+00:00,SELL,2651.555,2645.062056,1.001171185,650.0547963,1.005630415,-13.515811,117.1370286,SL
2025-01-07 19:50:00+00:00,2025-01-07 19:50:00+00:00,BUY,2649.71,2662.339651,0.516219854,651.9676651,1.00354364,-22.97178352,33.03807068,SL
2025-01-07 20:25:00+00:00,2025-01-07 20:25:00+00:00,SELL,2648.14,2643.781046,1.518597426,661.9496819,1.013821426,-56.18810478,19.74176654,SL
2025-01-07 20:55:00+00:00,2025-01-07 20:55:00+00:00,BUY,2650.97,2661.384308,0.63012835,656.2350712,1,-68.368926,34.97212344,SL
2025-01-07 21:45:00+00:00,2025-01-07 21:45:00+00:00,SELL,2649.605,2643.316448,1.048756897,659.5162465,1,-42.47465432,13.63383966,SL
2025-01-07 23:40:00+00:00,2025-01-07 23:40:00+00:00,BUY,2649.525,2655.062895,1.202378804,665.8647384,1.004602968,-52.30347797,18.63687146,SL
2025-01-08 01:05:00+00:00,2025-01-08 01:05:00+00:00,SELL,2648.905,2648.152401,8.851234323,666.1431514,1,-876.272198,354.0493729,SL
2025-01-08 02:50:00+00:00,2025-01-08 02:50:00+00:00,BUY,2649.05,2650.310887,5.309547054,669.4738672,1,-185.8341469,708.8245317,SL
2025-01-08 04:15:00+00:00,2025-01-08 04:15:00+00:00,BUY,2648.21,2650.434762,3.044059525,677.2309188,1.006554018,-261.7891191,0,SL
2025-01-08 04:45:00+00:00,2025-01-08 04:50:00+00:00,SELL,2646.09,2645.421227,10.11115942,676.2073911,1,-515.6691302,728.0034779,TP
2025-01-08 05:20:00+00:00,2025-01-08 05:20:00+00:00,BUY,2648.055,2650.528759,2.747189688,679.5884281,1,-34.3398711,353.0138749,SL
2025-01-08 07:50:00+00:00,2025-01-08 07:50:00+00:00,SELL,2652.04,2646.556502,1.250423097,685.6692402,1.003928146,-33.76142361,46.26565458,SL
2025-01-08 11:05:00+00:00,2025-01-08 11:05:00+00:00,SELL,2651.95,2646.67565,1.301420451,686.4147164,1,-100.2093747,64.42031232,SL
2025-01-08 12:50:00+00:00,2025-01-08 12:50:00+00:00,BUY,2652.065,2653.443623,5.003882828,689.84679,1,-420.3261575,220.1708444,SL
2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,SELL,2661.465,2648.900137,0.551773642,693.2960239,1,-222.9165514,113.1135966,SL
2025-01-08 16:50:00+00:00,2025-01-08 17:05:00+00:00,BUY,2668.62,2667.73168,3.393224508,-301.4269735,-0.432610785,-390.2208184,519.1633497,SL
2025-01-08 17:30:00+00:00,2025-01-08 17:30:00+00:00,SELL,2662.91,2648.391792,0.478885107,695.2553692,1,0,169.5253279,SL
2025-01-08 19:10:00+00:00,2025-01-08 19:10:00+00:00,BUY,2658.135,2666.87516,0.799449461,698.731646,1,-118.3185203,5.596146229,SL
2025-01-08 21:40:00+00:00,2025-01-08 21:40:00+00:00,SELL,2662.225,2651.380777,0.650177061,705.0664995,1.004045988,-45.51239425,14.9540724,SL
2025-01-08 23:40:00+00:00,2025-01-08 23:40:00+00:00,BUY,2662.915,2668.853757,1.19815021,711.5523377,1.00822061,-35.34543121,4.792600842,SL
2025-01-09 00:10:00+00:00,2025-01-09 00:10:00+00:00,SELL,2661.595,2650.682261,0.649982003,709.3083985,1,0,69.5480743,SL
2025-01-09 03:05:00+00:00,2025-01-09 03:05:00+00:00,BUY,2659.65,2662.778823,2.27834825,712.8549405,1,-11.39174125,269.9842676,SL
2025-01-09 04:00:00+00:00,2025-01-09 04:00:00+00:00,SELL,2659.435,2657.794572,4.367268828,716.4192152,1,-161.5889466,331.9124309,SL
2025-01-09 05:00:00+00:00,2025-01-09 05:00:00+00:00,BUY,2659.105,2662.710114,1.997166595,720.0013112,1,-19.97166595,294.5820727,SL
2025-01-09 05:45:00+00:00,2025-01-09 05:45:00+00:00,SELL,2658.31,2657.041264,5.703323419,723.6013178,1,-667.28884,179.6546877,SL
2025-01-09 06:30:00+00:00,2025-01-09 06:30:00+00:00,BUY,2660.97,2661.954096,7.38972287,727.2193244,1,-354.7066978,897.8513287,SL
2025-01-09 07:55:00+00:00,2025-01-09 07:55:00+00:00,SELL,2663.905,2657.163985,1.084191956,730.855421,1,-2.71047989,176.1811929,SL
2025-01-09 08:25:00+00:00,2025-01-09 08:25:00+00:00,BUY,2664.315,2665.243698,7.909028018,734.5096981,1,-340.0882048,893.7201661,SL
2025-01-09 14:00:00+00:00,2025-01-09 14:00:00+00:00,SELL,2672.745,2662.720962,0.736412043,738.1822466,1,-18.77850709,183.3665986,SL
2025-01-09 14:55:00+00:00,2025-01-09 14:55:00+00:00,BUY,2675.175,2675.899834,10.2350765,741.8731578,1,-2855.586343,10.2350765,SL
2025-01-09 15:55:00+00:00,2025-01-09 15:55:00+00:00,SELL,2669.34,2665.39798,1.891371693,745.5825236,1,-264.792037,220.3448022,SL
2025-01-09 18:10:00+00:00,2025-01-09 18:10:00+00:00,BUY,2667.41,2676.123501,0.859941823,749.3104362,1,-34.82764383,151.7797318,SL
2025-01-09 19:15:00+00:00,2025-01-09 19:15:00+00:00,SELL,2669.065,2664.907583,1.830596418,761.0553487,1.010621189,-140.040626,66.81676926,SL
2025-01-09 21:50:00+00:00,2025-01-09 21:50:00+00:00,BUY,2670.775,2674.248058,2.179238628,756.8622652,1,-29.41972148,157.9948005,SL
2025-01-09 23:40:00+00:00,2025-01-09 23:40:00+00:00,SELL,2669.92,2663.638949,1.214923871,763.0998891,1.003225299,-35.84025419,4.252233548,SL
2025-01-10 04:30:00+00:00,2025-01-10 04:30:00+00:00,SELL,2673.195,2669.587419,2.128838191,767.995548,1.004622168,-5.322095478,110.699586,SL
2025-01-10 05:20:00+00:00,2025-01-10 05:20:00+00:00,BUY,2673.15,2673.878086,10.66661931,776.6210953,1.010827827,-133.3327414,597.3306816,SL
2025-01-10 07:20:00+00:00,2025-01-10 07:20:00+00:00,SELL,2677.51,2670.642018,1.124326129,772.1851591,1,-79.26499213,177.6435285,SL
2025-01-10 08:15:00+00:00,2025-01-10 08:15:00+00:00,BUY,2676.785,2677.302716,15.48130408,801.4911926,1.03278814,-541.8456426,1594.57432,SL
2025-01-10 12:05:00+00:00,2025-01-10 12:05:00+00:00,SELL,2679.055,2674.713859,1.796886144,780.0535409,1,-253.3609463,106.0162825,SL
2025-01-10 13:20:00+00:00,2025-01-10 13:20:00+00:00,BUY,2679.235,2681.005418,4.428072352,783.9538086,1,-416.2388011,761.6284445,SL
2025-01-10 14:00:00+00:00,2025-01-10 14:00:00+00:00,BUY,2682.625,2681.994039,3.024206702,-190.8155759,-0.242190602,-402.2194913,1002.524522,SL
2025-01-10 16:05:00+00:00,2025-01-10 16:05:00+00:00,SELL,2689.115,2668.703094,0.386107691,788.1193987,1.001524805,-80.50345367,34.74969223,SL
2025-01-10 16:50:00+00:00,2025-01-10 16:50:00+00:00,BUY,2694.58,2695.480978,8.7777926,790.8600968,1,-237.0004002,1553.66929,TP
2025-01-10 18:10:00+00:00,2025-01-10 18:10:00+00:00,SELL,2694.535,2667.296673,0.292027254,795.4333713,1.000778766,-12.26514467,63.6619414,SL
2025-01-10 19:45:00+00:00,2025-01-10 19:45:00+00:00,BUY,2686.85,2695.410721,0.933881652,799.470001,1.000849329,-179.7722179,0,SL
2025-01-10 20:05:00+00:00,2025-01-10 20:05:00+00:00,SELL,2685.405,2666.466099,0.423883582,802.7889141,1,-164.0429461,0.847767163,SL
2025-01-10 20:15:00+00:00,2025-01-10 20:15:00+00:00,BUY,2688.64,2695.500562,1.180521626,809.9041801,1.003843964,-57.84555968,118.0521626,SL
2025-01-10 21:35:00+00:00,2025-01-10 21:35:00+00:00,SELL,2689.83,2684.674208,1.574352984,811.7035883,1.00104977,-66.12282531,135.3943566,SL
2025-01-13 00:05:00+00:00,2025-01-13 00:05:00+00:00,BUY,2692.695,2696.050512,2.42857423,814.9108975,1,-155.4287507,120.2144244,SL
2025-01-13 00:25:00+00:00,2025-01-13 00:25:00+00:00,SELL,2690.645,2686.433149,1.960744016,825.836108,1.008364808,-82.35124867,134.3109651,SL
2025-01-13 01:55:00+00:00,2025-01-13 01:55:00+00:00,BUY,2686.2,2691.96098,1.428775317,823.1146326,1,-202.8860951,68.58121524,SL
2025-01-13 03:10:00+00:00,2025-01-13 03:10:00+00:00,SELL,2686.545,2681.450028,1.633898354,832.4666205,1.006330058,-189.5322091,24.50847531,SL
2025-01-13 04:05:00+00:00,2025-01-13 04:05:00+00:00,BUY,2690.23,2691.662007,5.805786354,831.3925388,1,-481.8802673,412.2108311,SL
2025-01-13 04:30:00+00:00,2025-01-13 04:30:00+00:00,SELL,2686.73,2681.269908,1.530284654,835.5495015,1,-92.58222159,139.2559035,SL
2025-01-13 06:00:00+00:00,2025-01-13 06:00:00+00:00,BUY,2687.005,2691.883284,1.721357838,839.727249,1,0,292.6308325,SL
2025-01-13 07:20:00+00:00,2025-01-13 07:20:00+00:00,SELL,2689.12,2680.890132,1.025556748,844.0196363,1.000111089,-11.28112423,142.0396096,SL
2025-01-13 08:10:00+00:00,2025-01-13 08:10:00+00:00,BUY,2687.295,2689.460934,3.920246367,849.0994663,1.001124197,-11.7607391,656.6412665,SL
2025-01-13 14:55:00+00:00,2025-01-13 14:55:00+00:00,BUY,2673.4,2686.458155,0.652765626,852.3914808,1,-213.7807427,10.77063284,SL
2025-01-13 15:30:00+00:00,2025-01-13 15:30:00+00:00,SELL,2665.16,2667.142269,4.230588428,-838.6162763,-0.978944622,-930.7294543,148.070595,SL
2025-01-13 18:10:00+00:00,2025-01-13 18:10:00+00:00,BUY,2661.535,2677.065088,0.548908893,852.4603568,1,-4.665725589,50.77407259,SL
2025-01-13 19:40:00+00:00,2025-01-13 19:40:00+00:00,BUY,2660.2,2672.371509,0.703875441,856.7226586,1,-52.08678266,34.48989663,SL
2025-01-14 01:40:00+00:00,2025-01-14 01:40:00+00:00,SELL,2669.28,2658.342491,0.787934914,861.8045362,1.00092713,-87.46077543,16.15266573,SL
2025-01-14 02:50:00+00:00,2025-01-14 02:50:00+00:00,BUY,2671.96,2670.78899,7.06804777,-827.6756842,-0.956501855,-964.7885206,226.1775286,SL
2025-01-14 04:00:00+00:00,2025-01-14 04:00:00+00:00,SELL,2669.835,2660.495358,0.922066254,861.1769161,1,-7.376530035,68.23290282,SL
2025-01-14 04:45:00+00:00,2025-01-14 04:50:00+00:00,BUY,2672.83,2672.050445,6.213256349,-484.3575638,-0.559638578,-574.7262123,403.8616627,SL
2025-01-14 05:35:00+00:00,2025-01-14 05:35:00+00:00,SELL,2669.57,2664.602184,1.73730457,863.0610129,1,-65.14892138,79.91601023,SL
2025-01-14 07:10:00+00:00,2025-01-14 07:10:00+00:00,BUY,2669.405,2673.862132,1.946041297,867.376318,1,-180.9818406,54.48915632,SL
2025-01-14 07:35:00+00:00,2025-01-14 07:35:00+00:00,SELL,2668.175,2668.770808,14.6307856,-871.7131996,-1,-2158.040876,490.1313176,SL
2025-01-14 08:20:00+00:00,2025-01-14 08:20:00+00:00,BUY,2670.865,2673.71213,3.046417571,867.3546336,1,-137.0887907,402.1271194,SL
2025-01-14 09:05:00+00:00,2025-01-14 09:05:00+00:00,SELL,2670.08,2668.991023,8.045913153,876.1811675,1.005150631,-977.5784481,366.0890485,SL
2025-01-14 11:50:00+00:00,2025-01-14 11:50:00+00:00,BUY,2668.23,2672.911072,1.871520647,876.0723126,1,-83.28266878,242.3619238,SL
2025-01-14 12:50:00+00:00,2025-01-14 12:50:00+00:00,SELL,2667.475,2666.365596,8.133283941,902.3096403,1.024824692,-947.5275791,130.1325431,SL
2025-01-14 15:00:00+00:00,2025-01-14 15:00:00+00:00,BUY,2665.26,2671.609333,1.393790803,884.9642223,1,-16.72548964,547.7597856,SL
2025-01-14 17:10:00+00:00,2025-01-14 17:10:00+00:00,SELL,2669.08,2662.376907,1.328756846,890.6780933,1.001449366,-4.650648962,89.02670871,SL
2025-01-14 17:35:00+00:00,2025-01-14 17:35:00+00:00,BUY,2671.455,2672.170821,13.0791031,936.229212,1.047420861,-699.7320157,575.4805363,SL
2025-01-14 18:05:00+00:00,2025-01-14 18:05:00+00:00,SELL,2668.155,2661.990077,1.459188448,899.5784726,1.001174029,-18.2398556,163.4291062,SL
2025-01-14 18:35:00+00:00,2025-01-14 18:35:00+00:00,BUY,2669.53,2672.504788,3.035582748,903.0214723,1,0,570.6895566,SL
2025-01-14 20:00:00+00:00,2025-01-14 20:00:00+00:00,SELL,2674.34,2661.631194,0.715229665,908.9715322,1.001581151,-25.74826792,71.52296645,SL
2025-01-14 23:25:00+00:00,2025-01-14 23:25:00+00:00,SELL,2675.605,2667.92866,1.18817228,912.0814374,1,0,93.86561012,SL
2025-01-15 02:15:00+00:00,2025-01-15 02:15:00+00:00,BUY,2673.265,2676.928569,2.50204615,916.6418445,1,-103.8349152,112.5920768,SL
2025-01-15 02:50:00+00:00,2025-01-15 02:50:00+00:00,BUY,2674.43,2676.808409,3.873282139,921.2250538,1,-462.8572156,244.0167748,SL
2025-01-15 04:45:00+00:00,2025-01-15 04:45:00+00:00,SELL,2674.465,2670.538544,2.36660851,929.2383988,1.003680174,-212.9947659,0,SL
2025-01-15 07:55:00+00:00,2025-01-15 07:55:00+00:00,SELL,2681.24,2670.781482,0.889683784,930.477371,1,-53.38102706,103.6481609,SL
2025-01-15 11:20:00+00:00,2025-01-15 11:20:00+00:00,SELL,2686.23,2675.902614,0.905485467,935.1297579,1,-48.44347246,72.43883733,SL
2025-01-15 13:35:00+00:00,2025-01-15 13:35:00+00:00,BUY,2687.905,2691.306192,2.76316453,939.8054067,1,-922.8969529,693.554297,SL
2025-01-15 14:40:00+00:00,2025-01-15 14:40:00+00:00,SELL,2682.14,2681.623903,18.30092349,944.5044337,1,-4758.240107,2251.013589,SL
2025-01-15 16:20:00+00:00,2025-01-15 16:20:00+00:00,BUY,2683.045,2692.657226,0.987520415,949.2269559,1,-29.13185224,179.7287155,SL
2025-01-15 18:45:00+00:00,2025-01-15 18:45:00+00:00,SELL,2691.52,2679.147482,0.773188815,956.6292447,1.002784307,-70.74677654,27.83479733,SL
2025-01-15 19:05:00+00:00,2025-01-15 19:05:00+00:00,BUY,2694.385,2693.79227,15.08652394,-894.2232487,-0.932690933,-1674.604157,497.85529,SL
2025-01-15 21:30:00+00:00,2025-01-15 21:30:00+00:00,SELL,2695.125,2678.136588,0.561727089,954.2851206,1,-16.57094912,49.71284735,SL
2025-01-15 23:45:00+00:00,2025-01-15 23:45:00+00:00,SELL,2695.17,2679.208981,0.601957744,960.7858695,1.00180315,-3.611746464,27.69005622,SL
2025-01-16 00:20:00+00:00,2025-01-16 00:20:00+00:00,BUY,2697.705,2696.710161,8.968743671,-892.24558,-0.925699935,-1937.248633,448.4371835,SL
2025-01-16 01:55:00+00:00,2025-01-16 01:55:00+00:00,SELL,2696.23,2693.174732,3.140147577,959.3992477,1,-364.2571189,197.8292974,SL
2025-01-16 03:40:00+00:00,2025-01-16 03:40:00+00:00,BUY,2697.565,2700.637415,3.168774324,973.5789051,1.00973107,-228.1517513,0,SL
2025-01-16 05:10:00+00:00,2025-01-16 05:10:00+00:00,SELL,2696.035,2694.168395,5.191585145,969.0641384,1,-57.10743659,397.1562636,SL
2025-01-16 06:50:00+00:00,2025-01-16 06:50:00+00:00,BUY,2693.76,2700.78612,1.38707332,974.5744106,1.000682765,-47.16049289,83.22439921,SL
2025-01-16 08:55:00+00:00,2025-01-16 08:55:00+00:00,SELL,2698.48,2691.93205,1.503457357,984.4563031,1.00579697,-133.0559761,42.09680599,SL
2025-01-16 12:00:00+00:00,2025-01-16 12:00:00+00:00,SELL,2706.45,2691.897636,0.675975815,983.7046127,1,-20.27927444,129.7873564,SL
2025-01-16 13:00:00+00:00,2025-01-16 13:00:00+00:00,BUY,2703.755,2709.027107,1.875195496,988.6231358,1,-447.2341258,135.0140757,SL
2025-01-16 15:20:00+00:00,2025-01-16 15:20:00+00:00,SELL,2716.83,2700.825616,0.621443616,994.5822018,1.001022529,-50.33693287,132.0567683,SL
2025-01-16 16:10:00+00:00,2025-01-16 16:35:00+00:00,BUY,2718.605,2718.571208,4.42527769,-14.95381593,-0.014975693,-466.8667963,1345.284418,SL
2025-01-16 18:20:00+00:00,2025-01-16 18:20:00+00:00,SELL,2720.235,2702.587162,0.565771523,998.4643934,1,-11.03254471,79.77378481,SL
2025-01-16 20:40:00+00:00,2025-01-16 20:40:00+00:00,BUY,2716.49,2723.248665,1.491331829,1007.941191,1.004469028,-108.1215576,35.7919639,SL
2025-01-16 21:55:00+00:00,2025-01-16 21:55:00+00:00,BUY,2714.55,2723.427829,1.136221308,1008.717884,1.000219597,-9.08977046,66.46894649,SL
2025-01-17 00:05:00+00:00,2025-01-17 00:05:00+00:00,BUY,2715.065,2723.688051,1.17706933,1014.992844,1.001433425,-3.53120799,54.14518918,SL
2025-01-17 01:05:00+00:00,2025-01-17 01:05:00+00:00,SELL,2710.655,2711.723227,9.535564269,-1018.614975,-1,-1158.571059,176.407939,SL
2025-01-17 01:50:00+00:00,2025-01-17 01:50:00+00:00,BUY,2713.505,2721.521721,1.264259982,1013.5219,1,-20.8602897,168.1465775,SL
2025-01-17 03:25:00+00:00,2025-01-17 03:25:00+00:00,SELL,2714.76,2711.48732,3.118536466,1020.597191,1.00197104,-414.7653499,21.82975526,SL
2025-01-17 05:00:00+00:00,2025-01-17 05:00:00+00:00,SELL,2714.74,2711.05983,2.791618556,1027.363175,1.003585725,-140.9767371,94.91503092,SL
2025-01-17 07:10:00+00:00,2025-01-17 07:10:00+00:00,BUY,2714.38,2716.166535,5.758797813,1028.829311,1,-1387.870273,0,SL
