entry_time,exit_time,side,entry,exit,lots,sl_dist_usd,lots_capped,notional_capped,notional_usd,pnl_cash,pnl_r,mae_cash,mfe_cash,entry_type,exit_reason
2025-01-02 10:20:00+00:00,2025-01-02 10:50:00+00:00,BUY,2643.707945023312,2641.2199087587423,1.8912830403268734,2.258900466237369,False,True,500000.0,-470.55807908984707,-1.1014368723885273,-595.3655034471137,505.3612260231576,ATR_FALLBACK,SL
2025-01-02 11:30:00+00:00,2025-01-02 12:30:00+00:00,SELL,2641.7148914130635,2642.9941438997384,1.8927099272720835,2.302171738725807,False,True,500000.0,-242.12538810172282,-0.5556720487686164,-296.2296559753933,258.33435271538224,ATR_FALLBACK,FLIP
2025-01-02 13:05:00+00:00,2025-01-02 13:10:00+00:00,SELL,2641.656433351572,2638.7587015096296,1.8927518116564106,2.071332968563022,False,True,500000.0,548.4687193531057,1.3989695939387028,-328.12114144387897,611.6301330434703,ATR_FALLBACK,TP
2025-01-02 13:55:00+00:00,2025-01-02 13:55:00+00:00,BUY,2645.646791736547,2642.6678354578244,1.8275957766869568,2.7358347309512494,False,False,483517.290318311,-544.4327913928813,-1.0888655827857627,-503.8300934919268,314.0190165754697,ATR_FALLBACK,SL
2025-01-02 17:30:00+00:00,2025-01-02 18:05:00+00:00,SELL,2656.168997854804,2657.9306650691333,1.882410345139236,2.6200429039261013,False,True,500000.0,-331.6180588946402,-0.6723810559321862,-417.14253629684396,672.7730535388524,ATR_FALLBACK,FLIP
2025-01-02 18:05:00+00:00,2025-01-02 18:25:00+00:00,BUY,2657.9306650691333,2654.9874507460668,1.8427735422071185,2.7133013826600867,False,False,489796.4306610369,-542.3677483592005,-1.084735496718401,-537.2910447336538,180.46924995601546,ATR_FALLBACK,SL
2025-01-02 18:35:00+00:00,2025-01-02 19:35:00+00:00,SELL,2654.2953418055454,2657.086582904732,1.8837391307776712,2.5931638890929,False,True,500000.0,-525.7970081972798,-1.0763843777583424,-541.5106128504999,82.007039436899,ATR_FALLBACK,SL
2025-01-03 09:05:00+00:00,2025-01-03 09:05:00+00:00,BUY,2655.583918052005,2663.1041027012834,1.8828250788880112,2.0783610401055057,False,True,500000.0,1415.9192255529704,3.618324489423878,-422.49051832846004,32.21173822298782,ATR_FALLBACK,TRAIL_STOP
2025-01-03 14:35:00+00:00,2025-01-03 14:35:00+00:00,BUY,2651.412900576927,2662.4005809045802,1.8129003197206506,2.758011538533155,False,False,480674.7295167368,1991.9569178991114,3.983913835798223,-458.28317641323235,66.55146614589269,ATR_FALLBACK,TRAIL_STOP
2025-01-03 15:05:00+00:00,2025-01-03 15:05:00+00:00,SELL,2645.642494523227,2646.6973967616163,1.6948523232475046,2.950109535454691,False,False,448397.3328325015,-178.79035095331517,-0.3575807019066303,-458.8821947513882,0.0,ATR_FALLBACK,SL
2025-01-03 16:10:00+00:00,2025-01-03 16:10:00+00:00,BUY,2645.735938023624,2662.347073928698,1.773829329881098,2.818760472483086,False,False,469308.40059867833,2946.532007106163,5.893064014212325,-417.01628190364426,74.33444247341671,ATR_FALLBACK,TRAIL_STOP
2025-01-03 16:20:00+00:00,2025-01-03 16:35:00+00:00,SELL,2642.2438184229018,2643.6639892797452,1.7707692826364099,2.8236315419678784,False,False,467880.419089921,-251.47949293938464,-0.5029589858787693,-238.3776985576845,268.9477009176888,ATR_FALLBACK,SL
2025-01-06 09:55:00+00:00,2025-01-06 09:55:00+00:00,SELL,2632.6183443400055,2627.444074166896,1.8992498516732377,2.0331131998953245,False,True,500000.0,982.7231858795594,2.5449985634720003,-146.55668977871676,46.217170166092686,ATR_FALLBACK,TRAIL_STOP
2025-01-06 12:25:00+00:00,2025-01-06 12:25:00+00:00,SELL,2642.8548706132638,2628.3041562653857,1.7840654685143866,2.8025877347222923,False,False,471502.6112956181,2595.942701026607,5.191885402053215,-424.6306649472684,80.25986264229007,ATR_FALLBACK,TRAIL_STOP
2025-01-06 12:45:00+00:00,2025-01-06 12:45:00+00:00,BUY,2644.984238065667,2649.6618755899426,1.7954860174358342,2.7847613133409914,False,False,474903.22157850786,839.8632769470236,1.6797265538940471,-83.35329556663861,550.4532685882468,ATR_FALLBACK,TRAIL_STOP
2025-01-06 13:35:00+00:00,2025-01-06 13:35:00+00:00,SELL,2638.047387572182,2629.4047257519746,1.5373978689974703,3.252248556361325,False,False,405572.8431967816,1328.7209864852339,2.6574419729704677,-41.911376559012815,1692.2734196701645,ATR_FALLBACK,TRAIL_STOP
2025-01-06 14:55:00+00:00,2025-01-06 14:55:00+00:00,BUY,2633.7619046149057,2643.8173823909865,0.9366642090032291,5.338092298114876,False,False,246695.05110889592,941.8606137282278,1.8837212274564556,-272.2793511768456,31.668184644692023,ATR_FALLBACK,TRAIL_STOP
2025-01-06 17:25:00+00:00,2025-01-06 17:25:00+00:00,SELL,2637.7080762034243,2618.0625018863143,1.5439361309895099,3.238475931511167,False,False,407245.2801853298,3033.1512002225704,6.0663024004451405,-116.09223172840888,132.48148536092188,ATR_FALLBACK,TRAIL_STOP
2025-01-06 18:25:00+00:00,2025-01-06 18:25:00+00:00,BUY,2638.4560404366334,2646.5474432891588,1.8376888974066674,2.7208087326728494,False,False,484866.1371805959,1486.9481186530445,2.973896237306089,-511.9875578127144,42.99448920409583,ATR_FALLBACK,TRAIL_STOP
2025-01-06 19:05:00+00:00,2025-01-06 19:05:00+00:00,SELL,2633.2889251293514,2617.218956169447,1.89876619777087,2.4214974129796403,False,True,500000.0,3051.3113860293097,6.636376679060801,-289.7659379655303,0.0,ATR_FALLBACK,TRAIL_STOP
2025-01-07 14:20:00+00:00,2025-01-07 14:20:00+00:00,SELL,2657.450689965215,2635.3916601939645,1.7323812607495583,2.88620069570403,False,False,460371.7776661723,3821.464980603117,7.642929961206234,-572.4324783968214,63.35144429827917,ATR_FALLBACK,TRAIL_STOP
2025-01-07 16:25:00+00:00,2025-01-07 16:25:00+00:00,BUY,2652.361472079129,2660.2954851463855,1.3056733970709498,3.829441582570823,False,False,346311.78135096614,1035.92297939304,2.0718459587860796,-232.60207013432645,0.0,ATR_FALLBACK,TRAIL_STOP
2025-01-07 17:45:00+00:00,2025-01-07 17:45:00+00:00,SELL,2651.3018295121847,2636.2784092982793,1.632168203980077,3.063409756302931,False,False,432737.0545283994,2452.0748788167975,4.904149757633595,-63.355952793571035,149.6419978258023,ATR_FALLBACK,TRAIL_STOP
2025-01-07 19:50:00+00:00,2025-01-07 19:50:00+00:00,BUY,2649.911747290135,2662.1401336545023,1.8868552906009506,2.0349458027019915,False,True,500000.0,2307.319550711925,6.00919510884794,-122.03185460729655,82.69194442291345,ATR_FALLBACK,TRAIL_STOP
2025-01-08 15:00:00+00:00,2025-01-08 15:00:00+00:00,SELL,2661.214743151924,2648.7873491191276,1.6638176775317135,3.0051369615314694,False,False,442777.61333641893,2067.691787741845,4.13538357548369,-713.8205184980833,299.4444471187544,ATR_FALLBACK,TRAIL_STOP
2025-01-08 16:50:00+00:00,2025-01-08 17:05:00+00:00,BUY,2668.8456696734156,2667.510763832739,1.8734691394170595,2.5133934683167842,False,True,500000.0,-250.09048965351653,-0.5311169371226894,-257.72746791764723,244.36226144617922,ATR_FALLBACK,SL
2025-01-08 17:30:00+00:00,2025-01-08 17:30:00+00:00,SELL,2662.6851604105073,2648.3282981556285,1.8778036826663909,2.49679178985372,False,True,500000.0,2695.9368813745336,5.750123944343726,-42.220460915841024,622.5220427480546,ATR_FALLBACK,TRAIL_STOP
2025-01-08 19:10:00+00:00,2025-01-08 19:10:00+00:00,BUY,2658.398741983909,2666.6071396007587,1.5267922986623088,3.2748396781806695,False,False,405882.2726034603,1253.2518265764097,2.5065036531528193,-266.2331831886208,0.0,ATR_FALLBACK,TRAIL_STOP
2025-01-09 14:00:00+00:00,2025-01-09 14:00:00+00:00,SELL,2672.5339519113672,2652.0519197267126,1.8708836220486755,2.2209617726520747,False,True,500000.0,3831.9498560544143,9.22214530518316,-87.19217361101211,426.3653806413289,ATR_FALLBACK,TRAIL_STOP
