entry_time,exit_time,side,entry,exit,lots,sl_dist_usd,lots_capped,notional_capped,notional_usd,pnl_cash,pnl_r,mae_cash,mfe_cash,exit_reason
2025-01-03 01:00:00+00:00,2025-01-03 01:00:00+00:00,BUY,2661.0081165234265,2661.2377878576426,1.878987128582094,0.9504469919552321,False,True,500000.0,43.15494807964481,0.24164560060702658,-221.36657834883246,307.5682983470373,TRAIL_STOP
2025-01-03 15:05:00+00:00,2025-01-03 15:05:00+00:00,SELL,2645.642494523227,2646.6973967616163,1.8899000943440216,0.8276150122278523,False,True,500000.0,-199.36598398557175,-1.274629172747418,-511.6914855990048,0.0,SL
2025-01-03 16:20:00+00:00,2025-01-03 16:35:00+00:00,SELL,2642.2438184229018,2643.6639892797452,1.8923310427061164,1.6248131190664026,False,True,500000.0,-268.7433398351442,-0.874051815669412,-254.7421187462337,287.41072498911336,SL
2025-01-03 19:55:00+00:00,2025-01-03 20:35:00+00:00,SELL,2639.5416807644747,2639.076727363226,1.8942682498394496,0.9647039460332962,False,True,500000.0,88.07464656403677,0.4819648589192167,-127.54472498620657,359.28221522256297,TRAIL_STOP
2025-01-08 16:50:00+00:00,2025-01-08 17:05:00+00:00,BUY,2668.8456696734156,2667.510763832739,1.8734691394170595,2.279063141732422,False,True,500000.0,-250.09048965351653,-0.5857256941384518,-257.72746791764723,244.36226144617922,SL
2025-01-10 13:35:00+00:00,2025-01-10 13:35:00+00:00,SELL,2666.2346650181316,2667.136839831866,1.875303800374975,0.6470346192386387,False,True,500000.0,-169.18518567985012,-1.3943223235811928,-1356.8451188483368,6.500744024266611,SL
2025-01-10 14:00:00+00:00,2025-01-10 14:00:00+00:00,BUY,2682.916261198291,2681.696741201787,1.7262301433315814,2.896485164110345,False,False,463133.0922114957,-210.51721783608377,-0.42103443567216753,-279.8669950703795,521.9669065071369,SL
2025-01-10 16:50:00+00:00,2025-01-10 16:55:00+00:00,BUY,2694.893548916783,2696.405166092727,1.855360855351692,1.2145272524408028,False,True,500000.0,280.4595336524026,1.2446136329228366,-108.26938173820638,427.00222503079726,TP
2025-01-13 15:30:00+00:00,2025-01-13 15:30:00+00:00,SELL,2664.8887548124007,2667.411382070136,1.8762509282876174,2.2961489395820536,False,True,500000.00000000006,-473.3081734049253,-1.0986339841675674,-463.6676077259643,14.776378987412308,SL
2025-01-15 19:05:00+00:00,2025-01-15 19:05:00+00:00,BUY,2694.5997752532253,2693.5796336981584,1.8555631325732314,0.850280317727993,False,True,500000.0,-189.29370595879848,-1.1997708682622983,-245.82041188300443,21.380679207551026,SL
2025-01-16 00:20:00+00:00,2025-01-16 00:20:00+00:00,BUY,2697.875234419833,2696.5354190716603,1.853310314802319,1.2449228164919077,False,True,500000.0,-248.30936046987,-1.0762236264157083,-431.86474861834836,61.11579511904151,SL
2025-01-16 09:15:00+00:00,2025-01-16 09:15:00+00:00,BUY,2701.9498931999124,2701.234439997936,1.8505154416755347,0.5127571981633992,False,True,500000.0,-132.39571980533267,-1.3953060133312776,-214.64002771323504,201.72594666376028,SL
2025-01-16 16:10:00+00:00,2025-01-16 16:35:00+00:00,BUY,2718.8675722037674,2718.3175185955974,1.8390009322694851,2.5190162791204784,False,True,500000.0,-101.15490982227257,-0.2183604817202687,-242.3016511060265,510.7692306582909,SL
2025-01-17 07:45:00+00:00,2025-01-17 07:50:00+00:00,SELL,2709.9748888151667,2710.353864790496,1.8450355465050303,1.3923348815014833,False,True,500000.0,-69.92241457542809,-0.27218737414721855,-128.2504844790892,233.37648263590344,SL
2025-01-17 09:20:00+00:00,2025-01-17 09:20:00+00:00,SELL,2709.3573464932324,2709.560181287569,1.8454560844369925,0.8057236421286689,False,True,500000.0,-37.43227053437607,-0.25174238874335586,-130.5943469737545,273.5605355179569,SL
2025-01-17 21:00:00+00:00,2025-01-17 21:10:00+00:00,SELL,2700.9191500195006,2699.834002234537,1.8512216479948689,0.8478495904955707,False,True,500000.0,200.8849070798552,1.2798824191558145,-78.83427026982221,299.74055674505775,TP
